Dendrite: 0,Timestep 1 (Luminosity),Timestep 2 (Luminosity),Timestep 3 (Luminosity),Timestep 4 (Luminosity),Timestep 5 (Luminosity),Timestep 6 (Luminosity),Timestep 7 (Luminosity),Timestep 8 (Luminosity)
"[174.0, 627.0]",153.0,120.0,131.0,173.0,148.0,80.0,85.0,52.0
"[174.0, 628.0]",141.0,148.0,121.0,137.0,119.0,87.0,81.0,53.0
"[174.0, 628.0]",141.0,148.0,121.0,137.0,119.0,87.0,81.0,53.0
"[174.0, 630.0]",124.0,154.0,131.0,121.0,179.0,117.0,121.0,70.0
"[174.0, 631.0]",131.0,104.0,94.0,119.0,129.0,106.0,67.0,100.0
"[174.0, 631.0]",131.0,104.0,94.0,119.0,129.0,106.0,67.0,100.0
"[174.0, 633.0]",96.0,45.0,69.0,62.0,67.0,89.0,76.0,82.0
"[173.0, 634.0]",67.0,34.0,56.0,51.0,51.0,88.0,56.0,101.0
"[173.0, 635.0]",51.0,50.0,42.0,43.0,92.0,76.0,52.0,94.0
"[173.0, 636.0]",53.0,61.0,38.0,75.0,69.0,51.0,32.0,84.0
"[173.0, 637.0]",75.0,60.0,57.0,55.0,90.0,87.0,61.0,89.0
"[173.0, 638.0]",99.0,98.0,93.0,86.0,93.0,110.0,51.0,83.0
"[173.0, 639.0]",129.0,105.0,92.0,94.0,149.0,92.0,36.0,94.0
"[173.0, 639.0]",129.0,105.0,92.0,94.0,149.0,92.0,36.0,94.0
"[173.0, 641.0]",87.0,186.0,161.0,162.0,155.0,161.0,32.0,116.0
"[173.0, 642.0]",74.0,164.0,171.0,209.0,133.0,203.0,57.0,119.0
"[173.0, 643.0]",68.0,155.0,221.0,216.0,156.0,228.0,62.0,82.0
"[173.0, 643.0]",68.0,155.0,221.0,216.0,156.0,228.0,62.0,82.0
"[172.0, 645.0]",63.0,169.0,146.0,170.0,187.0,224.0,42.0,128.0
"[172.0, 646.0]",60.0,154.0,162.0,186.0,190.0,227.0,59.0,179.0
"[172.0, 647.0]",46.0,147.0,191.0,183.0,217.0,229.0,46.0,182.0
"[172.0, 648.0]",77.0,137.0,200.0,175.0,181.0,212.0,49.0,170.0
"[172.0, 649.0]",34.0,113.0,102.0,148.0,122.0,189.0,43.0,165.0
"[172.0, 650.0]",39.0,139.0,140.0,141.0,138.0,177.0,56.0,159.0
"[172.0, 651.0]",53.0,76.0,67.0,105.0,76.0,150.0,47.0,177.0
"[172.0, 652.0]",67.0,65.0,66.0,62.0,90.0,157.0,53.0,133.0
"[172.0, 653.0]",35.0,28.0,50.0,55.0,58.0,105.0,42.0,90.0
"[172.0, 654.0]",84.0,17.0,33.0,89.0,53.0,95.0,65.0,87.0
"[172.0, 655.0]",71.0,28.0,33.0,53.0,52.0,64.0,79.0,61.0
"[172.0, 656.0]",68.0,38.0,29.0,59.0,70.0,112.0,62.0,82.0
"[172.0, 657.0]",118.0,61.0,37.0,123.0,80.0,67.0,84.0,73.0
"[172.0, 658.0]",90.0,49.0,53.0,86.0,66.0,80.0,89.0,109.0
"[172.0, 659.0]",139.0,67.0,48.0,113.0,70.0,76.0,67.0,96.0
"[172.0, 660.0]",129.0,92.0,45.0,100.0,105.0,96.0,79.0,96.0
"[172.0, 661.0]",164.0,70.0,90.0,115.0,105.0,121.0,65.0,109.0
"[172.0, 662.0]",146.0,93.0,105.0,157.0,89.0,125.0,71.0,118.0
"[172.0, 662.0]",146.0,93.0,105.0,157.0,89.0,125.0,71.0,118.0
"[172.0, 664.0]",108.0,74.0,84.0,85.0,113.0,110.0,54.0,128.0
"[172.0, 664.0]",108.0,74.0,84.0,85.0,113.0,110.0,54.0,128.0
"[172.0, 666.0]",99.0,59.0,81.0,97.0,62.0,149.0,44.0,114.0
"[172.0, 667.0]",116.0,32.0,73.0,81.0,67.0,178.0,82.0,101.0
"[172.0, 668.0]",121.0,33.0,59.0,97.0,60.0,102.0,45.0,93.0
"[172.0, 669.0]",89.0,36.0,40.0,60.0,41.0,92.0,56.0,55.0
"[172.0, 670.0]",98.0,51.0,42.0,54.0,50.0,87.0,59.0,57.0
"[172.0, 670.0]",98.0,51.0,42.0,54.0,50.0,87.0,59.0,57.0
"[172.0, 671.0]",153.0,36.0,33.0,32.0,48.0,121.0,79.0,67.0
"[172.0, 673.0]",159.0,44.0,48.0,70.0,38.0,69.0,54.0,62.0
"[172.0, 673.0]",159.0,44.0,48.0,70.0,38.0,69.0,54.0,62.0
"[172.0, 674.0]",120.0,48.0,44.0,59.0,71.0,108.0,77.0,77.0
"[172.0, 676.0]",154.0,58.0,47.0,52.0,58.0,99.0,80.0,83.0
"[172.0, 677.0]",132.0,56.0,59.0,68.0,57.0,143.0,82.0,92.0
"[172.0, 677.0]",132.0,56.0,59.0,68.0,57.0,143.0,82.0,92.0
"[172.0, 678.0]",148.0,53.0,49.0,60.0,76.0,122.0,114.0,66.0
"[172.0, 680.0]",120.0,50.0,79.0,65.0,80.0,138.0,148.0,152.0
"[173.0, 680.0]",129.0,70.0,102.0,92.0,148.0,152.0,156.0,165.0
"[173.0, 682.0]",115.0,105.0,93.0,125.0,104.0,150.0,192.0,126.0
"[173.0, 683.0]",165.0,83.0,133.0,87.0,132.0,141.0,137.0,177.0
"[173.0, 684.0]",121.0,66.0,82.0,105.0,114.0,140.0,177.0,186.0
"[173.0, 684.0]",121.0,66.0,82.0,105.0,114.0,140.0,177.0,186.0
"[173.0, 686.0]",88.0,83.0,113.0,149.0,126.0,113.0,203.0,138.0
"[173.0, 686.0]",88.0,83.0,113.0,149.0,126.0,113.0,203.0,138.0
"[173.0, 688.0]",109.0,120.0,134.0,162.0,199.0,154.0,175.0,145.0
"[173.0, 689.0]",146.0,166.0,121.0,132.0,139.0,120.0,164.0,137.0
"[173.0, 690.0]",163.0,131.0,115.0,154.0,139.0,108.0,174.0,193.0
"[173.0, 691.0]",179.0,153.0,119.0,146.0,158.0,123.0,200.0,184.0
"[174.0, 692.0]",145.0,206.0,173.0,155.0,186.0,126.0,238.0,163.0
"[174.0, 693.0]",180.0,206.0,174.0,199.0,210.0,89.0,188.0,204.0
"[174.0, 693.0]",180.0,206.0,174.0,199.0,210.0,89.0,188.0,204.0
"[174.0, 695.0]",124.0,195.0,165.0,186.0,152.0,139.0,222.0,196.0
"[174.0, 695.0]",124.0,195.0,165.0,186.0,152.0,139.0,222.0,196.0
"[174.0, 697.0]",187.0,201.0,220.0,252.0,182.0,133.0,208.0,246.0
"[174.0, 698.0]",151.0,199.0,204.0,191.0,178.0,161.0,167.0,253.0
"[174.0, 699.0]",116.0,156.0,187.0,205.0,162.0,137.0,176.0,199.0
"[175.0, 700.0]",83.0,117.0,183.0,151.0,113.0,92.0,111.0,155.0
"[175.0, 701.0]",97.0,130.0,235.0,173.0,130.0,102.0,150.0,195.0
"[175.0, 701.0]",97.0,130.0,235.0,173.0,130.0,102.0,150.0,195.0
"[175.0, 703.0]",97.0,129.0,109.0,129.0,84.0,103.0,137.0,163.0
"[175.0, 704.0]",94.0,149.0,183.0,141.0,137.0,73.0,141.0,141.0
"[175.0, 705.0]",133.0,180.0,125.0,159.0,134.0,115.0,145.0,125.0
"[176.0, 706.0]",106.0,171.0,123.0,140.0,103.0,65.0,138.0,120.0
"[176.0, 707.0]",104.0,184.0,128.0,151.0,110.0,84.0,161.0,101.0
"[176.0, 707.0]",104.0,184.0,128.0,151.0,110.0,84.0,161.0,101.0
"[176.0, 709.0]",145.0,166.0,170.0,161.0,188.0,91.0,179.0,161.0
"[176.0, 710.0]",176.0,154.0,164.0,184.0,181.0,119.0,187.0,127.0
"[176.0, 711.0]",195.0,122.0,167.0,189.0,169.0,206.0,167.0,158.0
"[177.0, 711.0]",131.0,113.0,157.0,173.0,161.0,136.0,160.0,155.0
"[177.0, 713.0]",132.0,136.0,126.0,171.0,133.0,160.0,187.0,186.0
"[177.0, 714.0]",139.0,118.0,134.0,147.0,221.0,197.0,125.0,195.0
"[177.0, 715.0]",113.0,131.0,172.0,208.0,168.0,180.0,129.0,177.0
"[177.0, 716.0]",178.0,138.0,158.0,166.0,166.0,164.0,156.0,182.0
"[178.0, 717.0]",145.0,137.0,143.0,112.0,119.0,138.0,172.0,108.0
"[178.0, 717.0]",145.0,137.0,143.0,112.0,119.0,138.0,172.0,108.0
"[178.0, 719.0]",161.0,148.0,94.0,162.0,136.0,72.0,153.0,126.0
"[178.0, 720.0]",129.0,106.0,99.0,88.0,156.0,114.0,124.0,141.0
"[179.0, 720.0]",114.0,164.0,121.0,71.0,106.0,74.0,101.0,105.0
"[179.0, 722.0]",165.0,120.0,151.0,114.0,175.0,66.0,130.0,69.0
"[179.0, 723.0]",157.0,145.0,77.0,102.0,158.0,120.0,179.0,152.0
"[179.0, 723.0]",157.0,145.0,77.0,102.0,158.0,120.0,179.0,152.0
"[179.0, 725.0]",123.0,91.0,106.0,147.0,175.0,201.0,221.0,143.0
"[179.0, 726.0]",130.0,132.0,133.0,152.0,184.0,108.0,204.0,141.0
"[180.0, 726.0]",163.0,136.0,136.0,167.0,154.0,172.0,179.0,151.0
"[180.0, 728.0]",158.0,143.0,157.0,157.0,235.0,157.0,255.0,214.0
"[180.0, 729.0]",103.0,133.0,160.0,199.0,163.0,194.0,192.0,214.0
"[180.0, 730.0]",117.0,85.0,129.0,158.0,222.0,197.0,221.0,196.0
"[180.0, 731.0]",91.0,57.0,164.0,125.0,197.0,218.0,180.0,227.0
"[181.0, 732.0]",138.0,60.0,163.0,169.0,220.0,177.0,227.0,186.0
"[181.0, 732.0]",138.0,60.0,163.0,169.0,220.0,177.0,227.0,186.0
"[181.0, 734.0]",80.0,43.0,99.0,142.0,184.0,193.0,142.0,241.0
"[181.0, 734.0]",80.0,43.0,99.0,142.0,184.0,193.0,142.0,241.0
"[181.0, 735.0]",57.0,35.0,77.0,83.0,121.0,240.0,133.0,163.0
"[181.0, 737.0]",31.0,28.0,38.0,33.0,83.0,155.0,107.0,168.0
"[182.0, 738.0]",47.0,22.0,40.0,60.0,102.0,191.0,115.0,135.0
"[182.0, 738.0]",47.0,22.0,40.0,60.0,102.0,191.0,115.0,135.0
"[182.0, 740.0]",26.0,23.0,15.0,39.0,51.0,100.0,99.0,91.0
"[182.0, 741.0]",38.0,21.0,24.0,28.0,92.0,120.0,102.0,92.0
"[182.0, 741.0]",38.0,21.0,24.0,28.0,92.0,120.0,102.0,92.0
"[182.0, 742.0]",21.0,18.0,16.0,22.0,65.0,81.0,105.0,109.0
"[183.0, 743.0]",29.0,14.0,28.0,58.0,58.0,112.0,148.0,90.0
"[183.0, 744.0]",35.0,16.0,16.0,43.0,75.0,93.0,113.0,132.0
"[183.0, 745.0]",20.0,22.0,35.0,48.0,76.0,82.0,114.0,120.0
"[183.0, 747.0]",48.0,16.0,33.0,58.0,93.0,100.0,101.0,129.0
"[183.0, 748.0]",34.0,21.0,48.0,28.0,73.0,161.0,106.0,131.0
"[183.0, 749.0]",45.0,14.0,36.0,43.0,86.0,139.0,101.0,114.0
"[183.0, 750.0]",30.0,26.0,45.0,55.0,104.0,103.0,113.0,110.0
"[183.0, 751.0]",32.0,20.0,29.0,36.0,74.0,127.0,70.0,128.0
"[184.0, 752.0]",48.0,18.0,50.0,84.0,133.0,145.0,98.0,131.0
"[184.0, 753.0]",75.0,33.0,82.0,75.0,126.0,164.0,105.0,144.0
"[184.0, 754.0]",43.0,33.0,37.0,63.0,98.0,133.0,134.0,116.0
"[184.0, 755.0]",54.0,29.0,37.0,78.0,112.0,148.0,90.0,94.0
"[184.0, 756.0]",48.0,46.0,28.0,51.0,76.0,159.0,92.0,75.0
"[184.0, 757.0]",31.0,34.0,37.0,48.0,73.0,150.0,85.0,94.0
"[184.0, 758.0]",18.0,19.0,24.0,50.0,72.0,83.0,85.0,64.0
"[184.0, 759.0]",44.0,19.0,36.0,40.0,33.0,89.0,65.0,57.0
"[184.0, 759.0]",44.0,19.0,36.0,40.0,33.0,89.0,65.0,57.0
"[184.0, 760.0]",28.0,17.0,25.0,45.0,38.0,88.0,104.0,56.0
"[184.0, 762.0]",14.0,26.0,37.0,18.0,56.0,62.0,70.0,77.0
"[184.0, 762.0]",14.0,26.0,37.0,18.0,56.0,62.0,70.0,77.0
"[184.0, 764.0]",42.0,54.0,34.0,18.0,38.0,71.0,66.0,95.0
"[184.0, 765.0]",51.0,35.0,36.0,42.0,39.0,55.0,70.0,112.0
"[184.0, 766.0]",62.0,20.0,51.0,32.0,53.0,89.0,82.0,99.0
"[184.0, 766.0]",62.0,20.0,51.0,32.0,53.0,89.0,82.0,99.0
"[184.0, 768.0]",31.0,41.0,31.0,58.0,71.0,57.0,56.0,94.0
"[184.0, 769.0]",26.0,53.0,37.0,60.0,64.0,63.0,74.0,59.0
"[184.0, 769.0]",26.0,53.0,37.0,60.0,64.0,63.0,74.0,59.0
"[184.0, 771.0]",20.0,13.0,44.0,47.0,41.0,74.0,28.0,69.0
"[184.0, 772.0]",15.0,24.0,30.0,25.0,34.0,56.0,36.0,34.0
"[184.0, 773.0]",18.0,20.0,17.0,22.0,27.0,51.0,21.0,46.0
"[184.0, 774.0]",20.0,18.0,24.0,25.0,25.0,30.0,26.0,31.0
"[184.0, 775.0]",22.0,24.0,19.0,19.0,21.0,30.0,34.0,21.0
"[184.0, 775.0]",22.0,24.0,19.0,19.0,21.0,30.0,34.0,21.0
"[184.0, 777.0]",20.0,21.0,19.0,31.0,35.0,34.0,56.0,50.0
"[184.0, 778.0]",33.0,23.0,30.0,24.0,40.0,36.0,44.0,42.0
"[184.0, 779.0]",49.0,33.0,21.0,44.0,46.0,57.0,64.0,50.0
"[184.0, 780.0]",46.0,33.0,26.0,74.0,60.0,64.0,74.0,41.0
"[184.0, 781.0]",39.0,58.0,51.0,37.0,65.0,58.0,67.0,32.0
"[184.0, 782.0]",33.0,54.0,56.0,57.0,68.0,77.0,67.0,41.0
"[184.0, 783.0]",44.0,58.0,60.0,56.0,72.0,94.0,83.0,79.0
"[184.0, 783.0]",44.0,58.0,60.0,56.0,72.0,94.0,83.0,79.0
"[184.0, 784.0]",48.0,50.0,52.0,47.0,53.0,130.0,87.0,60.0
"[184.0, 786.0]",35.0,38.0,47.0,63.0,57.0,99.0,87.0,73.0
"[184.0, 786.0]",35.0,38.0,47.0,63.0,57.0,99.0,87.0,73.0
"[184.0, 788.0]",29.0,32.0,40.0,81.0,65.0,100.0,51.0,61.0
"[184.0, 789.0]",24.0,20.0,33.0,53.0,65.0,107.0,57.0,67.0
"[184.0, 790.0]",19.0,11.0,43.0,48.0,79.0,114.0,52.0,46.0
"[184.0, 790.0]",19.0,11.0,43.0,48.0,79.0,114.0,52.0,46.0
"[184.0, 792.0]",19.0,14.0,37.0,23.0,42.0,83.0,65.0,41.0
"[184.0, 792.0]",19.0,14.0,37.0,23.0,42.0,83.0,65.0,41.0
"[184.0, 794.0]",18.0,21.0,32.0,41.0,74.0,90.0,65.0,43.0
"[184.0, 795.0]",20.0,9.0,55.0,33.0,50.0,110.0,40.0,41.0
"[184.0, 795.0]",20.0,9.0,55.0,33.0,50.0,110.0,40.0,41.0
"[184.0, 796.0]",19.0,19.0,44.0,30.0,28.0,65.0,52.0,44.0
"[184.0, 797.0]",9.0,19.0,20.0,39.0,45.0,84.0,42.0,42.0
"[184.0, 799.0]",21.0,26.0,28.0,57.0,50.0,54.0,56.0,61.0
"[184.0, 799.0]",21.0,26.0,28.0,57.0,50.0,54.0,56.0,61.0
"[184.0, 801.0]",14.0,13.0,19.0,27.0,21.0,85.0,41.0,35.0
"[184.0, 802.0]",13.0,15.0,26.0,40.0,45.0,96.0,39.0,41.0
"[184.0, 803.0]",11.0,22.0,24.0,43.0,51.0,81.0,45.0,20.0
"[184.0, 804.0]",12.0,12.0,19.0,28.0,28.0,63.0,47.0,30.0
"[184.0, 805.0]",17.0,13.0,22.0,30.0,43.0,71.0,42.0,20.0
"[184.0, 806.0]",8.0,11.0,30.0,24.0,44.0,87.0,30.0,34.0
"[184.0, 807.0]",13.0,14.0,23.0,14.0,36.0,87.0,41.0,23.0
"[184.0, 808.0]",18.0,19.0,16.0,32.0,30.0,59.0,47.0,20.0
"[184.0, 809.0]",10.0,14.0,15.0,17.0,55.0,83.0,45.0,34.0
"[184.0, 809.0]",10.0,14.0,15.0,17.0,55.0,83.0,45.0,34.0
"[184.0, 811.0]",14.0,6.0,25.0,13.0,22.0,66.0,34.0,34.0
"[184.0, 812.0]",14.0,15.0,34.0,18.0,37.0,76.0,37.0,20.0
"[184.0, 813.0]",21.0,21.0,17.0,38.0,39.0,64.0,80.0,45.0
"[184.0, 814.0]",25.0,14.0,21.0,19.0,39.0,83.0,87.0,24.0
"[184.0, 814.0]",25.0,14.0,21.0,19.0,39.0,83.0,87.0,24.0
"[184.0, 816.0]",13.0,11.0,21.0,27.0,48.0,62.0,55.0,38.0
"[184.0, 817.0]",35.0,12.0,21.0,27.0,37.0,78.0,59.0,25.0
"[184.0, 818.0]",26.0,17.0,19.0,54.0,41.0,62.0,79.0,33.0
"[184.0, 818.0]",26.0,17.0,19.0,54.0,41.0,62.0,79.0,33.0
"[184.0, 820.0]",47.0,47.0,24.0,30.0,86.0,81.0,66.0,51.0
"[184.0, 820.0]",47.0,47.0,24.0,30.0,86.0,81.0,66.0,51.0
"[184.0, 822.0]",76.0,83.0,30.0,41.0,40.0,55.0,103.0,52.0
"[184.0, 823.0]",133.0,128.0,45.0,58.0,60.0,60.0,81.0,29.0
"[184.0, 824.0]",135.0,171.0,57.0,68.0,109.0,87.0,100.0,53.0
"[184.0, 825.0]",148.0,176.0,118.0,93.0,71.0,128.0,60.0,60.0
"[184.0, 826.0]",123.0,188.0,112.0,110.0,80.0,120.0,96.0,95.0
"[184.0, 827.0]",117.0,142.0,132.0,97.0,108.0,79.0,127.0,112.0
"[184.0, 827.0]",117.0,142.0,132.0,97.0,108.0,79.0,127.0,112.0
"[183.0, 829.0]",103.0,146.0,144.0,170.0,123.0,81.0,88.0,140.0
"[183.0, 830.0]",49.0,125.0,139.0,143.0,112.0,90.0,70.0,134.0
"[183.0, 831.0]",39.0,91.0,71.0,154.0,127.0,100.0,62.0,107.0
"[183.0, 832.0]",23.0,28.0,118.0,102.0,109.0,112.0,71.0,118.0
"[183.0, 833.0]",38.0,37.0,54.0,93.0,56.0,74.0,54.0,114.0
"[183.0, 833.0]",38.0,37.0,54.0,93.0,56.0,74.0,54.0,114.0
"[183.0, 835.0]",26.0,28.0,48.0,67.0,75.0,102.0,83.0,94.0
"[183.0, 836.0]",48.0,23.0,26.0,53.0,72.0,104.0,80.0,110.0
"[183.0, 836.0]",48.0,23.0,26.0,53.0,72.0,104.0,80.0,110.0
"[183.0, 838.0]",74.0,48.0,33.0,45.0,118.0,93.0,75.0,95.0
"[183.0, 839.0]",53.0,41.0,37.0,61.0,71.0,80.0,98.0,86.0
"[183.0, 840.0]",107.0,57.0,34.0,64.0,74.0,92.0,121.0,100.0
"[183.0, 841.0]",97.0,103.0,51.0,59.0,91.0,131.0,132.0,121.0
"[183.0, 842.0]",112.0,109.0,60.0,78.0,74.0,79.0,157.0,88.0
"[183.0, 843.0]",125.0,99.0,69.0,124.0,88.0,94.0,141.0,96.0
"[183.0, 844.0]",129.0,125.0,90.0,100.0,102.0,47.0,151.0,117.0
"[183.0, 845.0]",172.0,129.0,124.0,152.0,127.0,87.0,155.0,94.0
"[183.0, 846.0]",128.0,113.0,179.0,137.0,111.0,104.0,177.0,96.0
"[183.0, 847.0]",176.0,122.0,156.0,155.0,150.0,102.0,212.0,95.0
"[183.0, 847.0]",176.0,122.0,156.0,155.0,150.0,102.0,212.0,95.0
"[182.0, 848.0]",104.0,92.0,200.0,157.0,171.0,106.0,199.0,144.0
"[182.0, 849.0]",90.0,107.0,174.0,163.0,169.0,158.0,184.0,187.0
"[182.0, 851.0]",81.0,95.0,137.0,186.0,204.0,144.0,211.0,181.0
"[182.0, 852.0]",89.0,69.0,165.0,195.0,176.0,183.0,169.0,166.0
"[182.0, 853.0]",66.0,75.0,126.0,171.0,142.0,170.0,166.0,169.0
"[182.0, 854.0]",76.0,82.0,199.0,143.0,148.0,197.0,146.0,189.0
"[182.0, 854.0]",76.0,82.0,199.0,143.0,148.0,197.0,146.0,189.0
"[182.0, 856.0]",90.0,73.0,112.0,169.0,172.0,165.0,134.0,203.0
"[182.0, 857.0]",103.0,123.0,96.0,127.0,116.0,201.0,179.0,139.0
"[182.0, 857.0]",103.0,123.0,96.0,127.0,116.0,201.0,179.0,139.0
"[182.0, 859.0]",83.0,67.0,115.0,145.0,121.0,175.0,105.0,121.0
"[181.0, 860.0]",85.0,68.0,82.0,95.0,115.0,129.0,121.0,142.0
"[181.0, 861.0]",92.0,84.0,106.0,145.0,120.0,116.0,82.0,102.0
"[181.0, 862.0]",77.0,65.0,105.0,151.0,93.0,107.0,101.0,98.0
"[181.0, 863.0]",91.0,87.0,124.0,147.0,117.0,79.0,89.0,74.0
"[181.0, 864.0]",116.0,83.0,88.0,111.0,137.0,124.0,90.0,104.0
"[181.0, 864.0]",116.0,83.0,88.0,111.0,137.0,124.0,90.0,104.0
"[181.0, 866.0]",104.0,117.0,158.0,121.0,88.0,97.0,104.0,99.0
"[181.0, 867.0]",138.0,90.0,92.0,133.0,96.0,90.0,116.0,99.0
"[180.0, 867.0]",86.0,69.0,105.0,126.0,91.0,80.0,112.0,116.0
"[180.0, 869.0]",85.0,83.0,115.0,181.0,96.0,97.0,113.0,97.0
"[180.0, 870.0]",89.0,80.0,124.0,108.0,129.0,89.0,107.0,91.0
"[180.0, 870.0]",89.0,80.0,124.0,108.0,129.0,89.0,107.0,91.0
"[180.0, 872.0]",99.0,80.0,121.0,115.0,86.0,99.0,115.0,103.0
"[180.0, 873.0]",103.0,141.0,116.0,114.0,123.0,155.0,103.0,118.0
"[180.0, 873.0]",103.0,141.0,116.0,114.0,123.0,155.0,103.0,118.0
"[179.0, 875.0]",104.0,95.0,99.0,89.0,90.0,136.0,143.0,113.0
"[179.0, 875.0]",104.0,95.0,99.0,89.0,90.0,136.0,143.0,113.0
"[179.0, 876.0]",110.0,100.0,158.0,75.0,101.0,119.0,145.0,115.0
"[179.0, 878.0]",126.0,102.0,96.0,157.0,102.0,97.0,140.0,143.0
"[179.0, 879.0]",114.0,106.0,143.0,127.0,132.0,131.0,132.0,134.0
"[179.0, 879.0]",114.0,106.0,143.0,127.0,132.0,131.0,132.0,134.0
"[179.0, 881.0]",124.0,100.0,91.0,132.0,154.0,120.0,141.0,147.0
"[178.0, 881.0]",57.0,116.0,112.0,125.0,116.0,87.0,149.0,136.0
"[178.0, 882.0]",71.0,56.0,98.0,118.0,126.0,104.0,133.0,148.0
"[178.0, 884.0]",51.0,48.0,71.0,104.0,104.0,133.0,123.0,108.0
"[178.0, 885.0]",53.0,33.0,73.0,110.0,89.0,157.0,75.0,99.0
"[178.0, 885.0]",53.0,33.0,73.0,110.0,89.0,157.0,75.0,99.0
"[178.0, 887.0]",85.0,40.0,39.0,78.0,63.0,140.0,67.0,116.0
"[178.0, 888.0]",64.0,39.0,52.0,63.0,56.0,83.0,53.0,47.0
"[177.0, 888.0]",73.0,30.0,33.0,60.0,42.0,61.0,71.0,60.0
"[177.0, 890.0]",120.0,39.0,39.0,34.0,37.0,44.0,64.0,36.0
"[177.0, 891.0]",130.0,60.0,36.0,64.0,55.0,68.0,68.0,39.0
"[177.0, 891.0]",130.0,60.0,36.0,64.0,55.0,68.0,68.0,39.0
"[177.0, 893.0]",146.0,45.0,42.0,50.0,65.0,93.0,86.0,65.0
"[177.0, 894.0]",190.0,60.0,76.0,79.0,108.0,109.0,139.0,71.0
"[177.0, 894.0]",190.0,60.0,76.0,79.0,108.0,109.0,139.0,71.0
"[176.0, 896.0]",170.0,86.0,106.0,104.0,95.0,123.0,144.0,120.0
"[176.0, 896.0]",170.0,86.0,106.0,104.0,95.0,123.0,144.0,120.0
"[176.0, 898.0]",131.0,142.0,152.0,117.0,122.0,106.0,182.0,169.0
"[176.0, 898.0]",131.0,142.0,152.0,117.0,122.0,106.0,182.0,169.0
"[176.0, 900.0]",75.0,101.0,159.0,130.0,88.0,151.0,152.0,195.0
"[176.0, 901.0]",86.0,128.0,122.0,127.0,84.0,136.0,117.0,181.0
"[175.0, 902.0]",66.0,50.0,101.0,114.0,89.0,179.0,105.0,155.0
"[175.0, 903.0]",55.0,70.0,123.0,92.0,82.0,148.0,102.0,119.0
"[175.0, 903.0]",55.0,70.0,123.0,92.0,82.0,148.0,102.0,119.0
"[175.0, 905.0]",46.0,33.0,64.0,99.0,56.0,108.0,99.0,125.0
"[175.0, 905.0]",46.0,33.0,64.0,99.0,56.0,108.0,99.0,125.0
"[175.0, 907.0]",69.0,26.0,49.0,84.0,38.0,59.0,79.0,122.0
"[174.0, 908.0]",31.0,24.0,46.0,46.0,21.0,80.0,48.0,100.0
"[174.0, 909.0]",27.0,25.0,42.0,31.0,28.0,35.0,76.0,68.0
"[174.0, 909.0]",27.0,25.0,42.0,31.0,28.0,35.0,76.0,68.0
"[174.0, 911.0]",34.0,24.0,31.0,24.0,27.0,67.0,71.0,56.0
"[174.0, 912.0]",69.0,20.0,28.0,42.0,29.0,42.0,82.0,67.0
"[173.0, 912.0]",32.0,18.0,14.0,33.0,29.0,35.0,61.0,50.0
"[173.0, 914.0]",32.0,28.0,22.0,29.0,22.0,45.0,44.0,77.0
"[173.0, 915.0]",58.0,21.0,31.0,43.0,33.0,68.0,79.0,65.0
"[173.0, 916.0]",59.0,32.0,24.0,32.0,41.0,53.0,71.0,86.0
"[173.0, 917.0]",49.0,42.0,22.0,55.0,43.0,80.0,89.0,66.0
"[172.0, 918.0]",59.0,15.0,26.0,31.0,18.0,70.0,89.0,76.0
"[172.0, 918.0]",59.0,15.0,26.0,31.0,18.0,70.0,89.0,76.0
"[172.0, 919.0]",67.0,26.0,30.0,38.0,33.0,95.0,108.0,63.0
"[172.0, 921.0]",48.0,44.0,24.0,51.0,51.0,105.0,59.0,78.0
"[172.0, 922.0]",49.0,41.0,38.0,54.0,39.0,88.0,58.0,67.0
"[171.0, 923.0]",51.0,20.0,32.0,43.0,35.0,70.0,43.0,58.0
"[171.0, 924.0]",105.0,59.0,70.0,93.0,47.0,65.0,46.0,75.0
"[171.0, 924.0]",105.0,59.0,70.0,93.0,47.0,65.0,46.0,75.0
"[171.0, 925.0]",76.0,91.0,45.0,77.0,53.0,67.0,44.0,42.0
"[171.0, 927.0]",90.0,71.0,72.0,76.0,69.0,65.0,56.0,36.0
"[170.0, 927.0]",82.0,43.0,55.0,53.0,35.0,35.0,60.0,33.0
"[170.0, 929.0]",114.0,37.0,90.0,83.0,48.0,67.0,90.0,31.0
"[170.0, 930.0]",90.0,51.0,62.0,92.0,42.0,51.0,63.0,48.0
"[170.0, 931.0]",130.0,83.0,59.0,79.0,88.0,79.0,65.0,58.0
"[170.0, 931.0]",130.0,83.0,59.0,79.0,88.0,79.0,65.0,58.0
"[169.0, 933.0]",94.0,82.0,122.0,85.0,118.0,74.0,84.0,101.0
"[169.0, 934.0]",104.0,58.0,109.0,97.0,72.0,75.0,65.0,63.0
"[169.0, 934.0]",104.0,58.0,109.0,97.0,72.0,75.0,65.0,63.0
"[169.0, 935.0]",67.0,70.0,120.0,72.0,78.0,78.0,60.0,70.0
"[169.0, 937.0]",81.0,39.0,78.0,56.0,47.0,82.0,60.0,76.0
"[168.0, 938.0]",33.0,23.0,55.0,29.0,32.0,67.0,60.0,56.0
"[168.0, 939.0]",52.0,33.0,42.0,53.0,42.0,50.0,60.0,73.0
"[168.0, 940.0]",49.0,29.0,47.0,38.0,33.0,54.0,56.0,61.0
"[168.0, 940.0]",49.0,29.0,47.0,38.0,33.0,54.0,56.0,61.0
