Dendrite: 0,Timestep 1 (Luminosity),Timestep 2 (Luminosity),Timestep 3 (Luminosity),Timestep 4 (Luminosity),Timestep 5 (Luminosity),Timestep 6 (Luminosity),Timestep 7 (Luminosity),Timestep 8 (Luminosity)
"[199.0, 311.0]",207.0,211.0,126.0,149.0,167.0,183.0,203.0,48.0
"[199.0, 312.0]",176.0,215.0,158.0,158.0,126.0,167.0,144.0,25.0
"[198.0, 314.0]",160.0,126.0,129.0,179.0,111.0,169.0,60.0,32.0
"[198.0, 315.0]",151.0,198.0,163.0,191.0,149.0,223.0,67.0,19.0
"[198.0, 315.0]",151.0,198.0,163.0,191.0,149.0,223.0,67.0,19.0
"[198.0, 317.0]",123.0,179.0,202.0,181.0,203.0,139.0,43.0,27.0
"[197.0, 318.0]",220.0,200.0,158.0,140.0,153.0,192.0,32.0,25.0
"[197.0, 319.0]",156.0,171.0,156.0,120.0,187.0,178.0,40.0,16.0
"[197.0, 319.0]",156.0,171.0,156.0,120.0,187.0,178.0,40.0,16.0
"[197.0, 321.0]",104.0,172.0,205.0,165.0,225.0,135.0,72.0,15.0
"[196.0, 321.0]",161.0,124.0,128.0,159.0,199.0,117.0,51.0,26.0
"[196.0, 323.0]",113.0,179.0,145.0,211.0,176.0,189.0,82.0,27.0
"[196.0, 324.0]",136.0,198.0,164.0,209.0,232.0,169.0,76.0,37.0
"[196.0, 325.0]",107.0,169.0,214.0,190.0,180.0,162.0,123.0,64.0
"[196.0, 326.0]",85.0,180.0,179.0,145.0,179.0,174.0,93.0,101.0
"[195.0, 327.0]",172.0,190.0,212.0,200.0,202.0,125.0,62.0,62.0
"[195.0, 328.0]",178.0,203.0,165.0,206.0,188.0,142.0,62.0,98.0
"[195.0, 329.0]",214.0,185.0,170.0,220.0,208.0,162.0,37.0,50.0
"[195.0, 330.0]",195.0,221.0,207.0,229.0,184.0,172.0,30.0,48.0
"[194.0, 331.0]",188.0,211.0,168.0,197.0,181.0,142.0,25.0,24.0
"[194.0, 332.0]",244.0,234.0,216.0,223.0,242.0,174.0,20.0,25.0
"[194.0, 333.0]",208.0,236.0,187.0,236.0,207.0,200.0,26.0,21.0
"[194.0, 334.0]",240.0,203.0,235.0,239.0,202.0,197.0,18.0,32.0
"[194.0, 335.0]",223.0,233.0,199.0,221.0,181.0,186.0,18.0,34.0
"[193.0, 335.0]",249.0,194.0,191.0,212.0,164.0,188.0,32.0,49.0
"[193.0, 336.0]",231.0,204.0,238.0,232.0,164.0,192.0,56.0,33.0
"[193.0, 338.0]",229.0,234.0,193.0,241.0,106.0,183.0,22.0,42.0
"[193.0, 338.0]",229.0,234.0,193.0,241.0,106.0,183.0,22.0,42.0
"[192.0, 340.0]",255.0,198.0,200.0,178.0,111.0,98.0,23.0,61.0
"[192.0, 341.0]",244.0,160.0,118.0,215.0,144.0,165.0,24.0,52.0
"[192.0, 342.0]",255.0,146.0,124.0,147.0,105.0,128.0,28.0,46.0
"[192.0, 343.0]",254.0,175.0,124.0,177.0,113.0,143.0,30.0,50.0
"[192.0, 344.0]",255.0,127.0,126.0,182.0,125.0,146.0,10.0,49.0
"[191.0, 345.0]",255.0,76.0,124.0,131.0,156.0,140.0,20.0,39.0
"[191.0, 346.0]",255.0,82.0,75.0,133.0,87.0,159.0,46.0,30.0
"[191.0, 346.0]",255.0,82.0,75.0,133.0,87.0,159.0,46.0,30.0
"[191.0, 347.0]",245.0,81.0,119.0,160.0,65.0,151.0,18.0,39.0
"[191.0, 349.0]",236.0,44.0,82.0,179.0,50.0,130.0,18.0,25.0
"[190.0, 350.0]",199.0,63.0,64.0,95.0,49.0,97.0,13.0,23.0
"[190.0, 350.0]",199.0,63.0,64.0,95.0,49.0,97.0,13.0,23.0
"[190.0, 352.0]",167.0,72.0,38.0,97.0,40.0,63.0,27.0,23.0
"[190.0, 353.0]",228.0,52.0,45.0,110.0,43.0,43.0,18.0,18.0
"[190.0, 353.0]",228.0,52.0,45.0,110.0,43.0,43.0,18.0,18.0
"[189.0, 355.0]",166.0,45.0,52.0,49.0,31.0,39.0,16.0,32.0
"[189.0, 355.0]",166.0,45.0,52.0,49.0,31.0,39.0,16.0,32.0
"[189.0, 357.0]",171.0,51.0,33.0,63.0,45.0,47.0,16.0,20.0
"[189.0, 358.0]",165.0,33.0,40.0,64.0,40.0,39.0,21.0,20.0
"[189.0, 358.0]",165.0,33.0,40.0,64.0,40.0,39.0,21.0,20.0
"[189.0, 360.0]",118.0,61.0,76.0,71.0,99.0,35.0,27.0,22.0
"[188.0, 361.0]",144.0,145.0,59.0,69.0,77.0,39.0,20.0,33.0
"[188.0, 361.0]",144.0,145.0,59.0,69.0,77.0,39.0,20.0,33.0
"[188.0, 363.0]",154.0,141.0,139.0,87.0,78.0,59.0,14.0,20.0
"[188.0, 364.0]",131.0,186.0,139.0,103.0,97.0,69.0,25.0,24.0
"[188.0, 365.0]",165.0,151.0,174.0,221.0,198.0,73.0,17.0,50.0
"[188.0, 366.0]",149.0,177.0,217.0,227.0,179.0,127.0,21.0,67.0
"[188.0, 367.0]",172.0,191.0,255.0,225.0,250.0,119.0,37.0,53.0
"[187.0, 367.0]",163.0,167.0,210.0,251.0,235.0,127.0,19.0,40.0
"[187.0, 369.0]",144.0,145.0,221.0,229.0,254.0,212.0,24.0,36.0
"[187.0, 370.0]",164.0,170.0,253.0,235.0,255.0,248.0,19.0,41.0
"[187.0, 370.0]",164.0,170.0,253.0,235.0,255.0,248.0,19.0,41.0
"[187.0, 371.0]",146.0,214.0,197.0,222.0,237.0,233.0,15.0,40.0
"[187.0, 372.0]",118.0,97.0,178.0,189.0,242.0,255.0,20.0,35.0
"[187.0, 374.0]",179.0,75.0,56.0,145.0,102.0,255.0,12.0,24.0
"[186.0, 375.0]",138.0,44.0,66.0,75.0,98.0,233.0,20.0,28.0
"[186.0, 376.0]",138.0,60.0,66.0,80.0,81.0,250.0,19.0,32.0
"[186.0, 377.0]",168.0,53.0,69.0,85.0,65.0,201.0,24.0,34.0
"[186.0, 378.0]",155.0,41.0,77.0,83.0,137.0,139.0,20.0,43.0
"[186.0, 379.0]",159.0,47.0,72.0,87.0,92.0,99.0,20.0,34.0
"[186.0, 379.0]",159.0,47.0,72.0,87.0,92.0,99.0,20.0,34.0
"[186.0, 381.0]",138.0,47.0,49.0,75.0,74.0,50.0,12.0,26.0
"[186.0, 382.0]",168.0,40.0,41.0,60.0,53.0,33.0,22.0,32.0
"[185.0, 383.0]",110.0,41.0,33.0,37.0,60.0,34.0,7.0,29.0
"[185.0, 384.0]",99.0,41.0,48.0,32.0,43.0,48.0,18.0,14.0
"[185.0, 384.0]",99.0,41.0,48.0,32.0,43.0,48.0,18.0,14.0
"[185.0, 386.0]",78.0,45.0,64.0,46.0,50.0,26.0,11.0,24.0
"[185.0, 387.0]",92.0,55.0,70.0,49.0,83.0,48.0,12.0,19.0
"[185.0, 387.0]",92.0,55.0,70.0,49.0,83.0,48.0,12.0,19.0
"[185.0, 389.0]",129.0,91.0,96.0,131.0,69.0,42.0,18.0,30.0
"[184.0, 390.0]",91.0,66.0,84.0,173.0,95.0,46.0,24.0,27.0
"[184.0, 391.0]",89.0,109.0,117.0,122.0,114.0,57.0,20.0,25.0
"[184.0, 391.0]",89.0,109.0,117.0,122.0,114.0,57.0,20.0,25.0
"[184.0, 393.0]",144.0,127.0,94.0,114.0,81.0,124.0,24.0,11.0
"[184.0, 394.0]",136.0,116.0,156.0,89.0,108.0,130.0,48.0,43.0
"[184.0, 395.0]",118.0,168.0,113.0,84.0,100.0,143.0,23.0,28.0
"[184.0, 396.0]",71.0,151.0,134.0,112.0,110.0,111.0,25.0,23.0
"[184.0, 397.0]",78.0,144.0,76.0,149.0,117.0,143.0,13.0,37.0
"[183.0, 397.0]",151.0,111.0,132.0,101.0,114.0,63.0,20.0,35.0
"[183.0, 398.0]",89.0,94.0,107.0,118.0,92.0,92.0,15.0,30.0
"[183.0, 399.0]",72.0,54.0,98.0,138.0,98.0,89.0,9.0,24.0
"[183.0, 401.0]",78.0,59.0,73.0,64.0,92.0,90.0,21.0,27.0
"[183.0, 402.0]",52.0,53.0,91.0,78.0,61.0,121.0,21.0,18.0
"[183.0, 403.0]",73.0,80.0,42.0,85.0,65.0,114.0,24.0,36.0
"[183.0, 404.0]",46.0,60.0,70.0,56.0,55.0,98.0,28.0,28.0
"[183.0, 404.0]",46.0,60.0,70.0,56.0,55.0,98.0,28.0,28.0
"[183.0, 406.0]",78.0,42.0,45.0,41.0,41.0,60.0,9.0,16.0
"[183.0, 407.0]",60.0,36.0,35.0,50.0,37.0,60.0,18.0,23.0
"[182.0, 408.0]",53.0,25.0,20.0,39.0,29.0,47.0,7.0,19.0
"[182.0, 409.0]",52.0,35.0,32.0,21.0,35.0,36.0,27.0,22.0
"[182.0, 410.0]",59.0,30.0,48.0,64.0,20.0,27.0,17.0,15.0
"[182.0, 411.0]",72.0,35.0,33.0,31.0,25.0,34.0,14.0,16.0
"[182.0, 412.0]",82.0,33.0,28.0,57.0,23.0,21.0,14.0,21.0
"[182.0, 413.0]",103.0,45.0,41.0,37.0,23.0,39.0,14.0,15.0
"[182.0, 413.0]",103.0,45.0,41.0,37.0,23.0,39.0,14.0,15.0
"[182.0, 415.0]",127.0,52.0,59.0,33.0,35.0,29.0,31.0,28.0
"[182.0, 416.0]",131.0,57.0,58.0,58.0,38.0,22.0,11.0,24.0
"[182.0, 416.0]",131.0,57.0,58.0,58.0,38.0,22.0,11.0,24.0
"[182.0, 418.0]",161.0,84.0,90.0,86.0,36.0,32.0,9.0,25.0
"[182.0, 419.0]",142.0,82.0,122.0,101.0,38.0,46.0,12.0,22.0
"[182.0, 420.0]",136.0,84.0,107.0,67.0,44.0,68.0,13.0,27.0
"[181.0, 421.0]",129.0,76.0,110.0,44.0,59.0,71.0,14.0,22.0
"[181.0, 422.0]",157.0,106.0,97.0,76.0,67.0,72.0,7.0,23.0
"[181.0, 423.0]",101.0,125.0,114.0,61.0,73.0,83.0,9.0,32.0
"[181.0, 423.0]",101.0,125.0,114.0,61.0,73.0,83.0,9.0,32.0
"[181.0, 424.0]",183.0,155.0,120.0,108.0,95.0,122.0,18.0,45.0
"[181.0, 426.0]",142.0,234.0,138.0,133.0,146.0,131.0,7.0,53.0
"[181.0, 427.0]",141.0,204.0,193.0,214.0,192.0,120.0,14.0,50.0
"[181.0, 428.0]",138.0,217.0,220.0,225.0,227.0,123.0,26.0,27.0
"[181.0, 428.0]",138.0,217.0,220.0,225.0,227.0,123.0,26.0,27.0
"[181.0, 430.0]",180.0,231.0,229.0,244.0,223.0,205.0,8.0,66.0
"[181.0, 431.0]",195.0,220.0,232.0,253.0,255.0,209.0,9.0,90.0
"[181.0, 432.0]",172.0,216.0,224.0,250.0,222.0,195.0,24.0,113.0
"[181.0, 433.0]",141.0,246.0,224.0,234.0,217.0,119.0,7.0,113.0
"[181.0, 433.0]",141.0,246.0,224.0,234.0,217.0,119.0,7.0,113.0
"[181.0, 435.0]",189.0,243.0,228.0,255.0,247.0,206.0,28.0,138.0
"[181.0, 436.0]",157.0,250.0,237.0,243.0,214.0,197.0,13.0,166.0
"[181.0, 436.0]",157.0,250.0,237.0,243.0,214.0,197.0,13.0,166.0
"[180.0, 437.0]",100.0,211.0,225.0,254.0,194.0,172.0,11.0,112.0
"[180.0, 439.0]",123.0,203.0,230.0,247.0,181.0,190.0,15.0,94.0
"[180.0, 439.0]",123.0,203.0,230.0,247.0,181.0,190.0,15.0,94.0
"[180.0, 440.0]",150.0,216.0,208.0,233.0,146.0,110.0,14.0,40.0
"[180.0, 442.0]",113.0,199.0,242.0,232.0,183.0,215.0,10.0,34.0
"[180.0, 442.0]",113.0,199.0,242.0,232.0,183.0,215.0,10.0,34.0
"[180.0, 444.0]",122.0,176.0,223.0,211.0,197.0,161.0,19.0,22.0
"[180.0, 445.0]",135.0,208.0,189.0,200.0,161.0,156.0,9.0,34.0
"[180.0, 445.0]",135.0,208.0,189.0,200.0,161.0,156.0,9.0,34.0
"[180.0, 447.0]",85.0,229.0,192.0,174.0,224.0,159.0,9.0,27.0
"[180.0, 448.0]",122.0,189.0,217.0,208.0,251.0,118.0,21.0,73.0
"[180.0, 449.0]",141.0,212.0,185.0,192.0,202.0,106.0,6.0,38.0
"[180.0, 450.0]",182.0,217.0,184.0,138.0,232.0,119.0,7.0,26.0
"[180.0, 451.0]",157.0,220.0,188.0,197.0,238.0,111.0,15.0,32.0
"[180.0, 451.0]",157.0,220.0,188.0,197.0,238.0,111.0,15.0,32.0
"[180.0, 452.0]",157.0,174.0,165.0,157.0,255.0,121.0,5.0,63.0
"[180.0, 454.0]",157.0,218.0,174.0,195.0,236.0,134.0,9.0,103.0
"[180.0, 454.0]",157.0,218.0,174.0,195.0,236.0,134.0,9.0,103.0
"[180.0, 456.0]",172.0,199.0,150.0,193.0,203.0,65.0,10.0,72.0
"[180.0, 457.0]",149.0,172.0,141.0,197.0,155.0,67.0,16.0,88.0
"[180.0, 458.0]",169.0,164.0,126.0,167.0,199.0,93.0,13.0,86.0
"[180.0, 459.0]",173.0,157.0,125.0,137.0,133.0,70.0,13.0,86.0
"[180.0, 459.0]",173.0,157.0,125.0,137.0,133.0,70.0,13.0,86.0
"[180.0, 461.0]",176.0,147.0,159.0,89.0,127.0,79.0,9.0,25.0
"[180.0, 462.0]",175.0,99.0,106.0,115.0,85.0,92.0,16.0,70.0
"[179.0, 462.0]",191.0,66.0,75.0,97.0,130.0,83.0,18.0,91.0
"[179.0, 463.0]",188.0,102.0,104.0,94.0,104.0,100.0,9.0,57.0
"[179.0, 465.0]",208.0,82.0,72.0,84.0,69.0,106.0,12.0,21.0
"[179.0, 465.0]",208.0,82.0,72.0,84.0,69.0,106.0,12.0,21.0
"[179.0, 467.0]",179.0,79.0,83.0,111.0,43.0,79.0,17.0,30.0
"[179.0, 467.0]",179.0,79.0,83.0,111.0,43.0,79.0,17.0,30.0
"[179.0, 469.0]",162.0,131.0,104.0,109.0,53.0,62.0,22.0,20.0
"[179.0, 470.0]",167.0,123.0,122.0,83.0,56.0,53.0,21.0,35.0
"[179.0, 471.0]",187.0,98.0,106.0,72.0,59.0,48.0,37.0,12.0
"[179.0, 472.0]",157.0,181.0,85.0,77.0,87.0,61.0,29.0,16.0
"[179.0, 473.0]",154.0,112.0,79.0,123.0,89.0,43.0,18.0,28.0
"[179.0, 474.0]",194.0,106.0,126.0,88.0,50.0,44.0,16.0,20.0
"[179.0, 475.0]",143.0,100.0,72.0,91.0,107.0,96.0,25.0,16.0
"[179.0, 475.0]",143.0,100.0,72.0,91.0,107.0,96.0,25.0,16.0
"[179.0, 476.0]",184.0,66.0,87.0,84.0,83.0,94.0,21.0,30.0
"[179.0, 477.0]",107.0,70.0,57.0,60.0,67.0,84.0,14.0,28.0
"[179.0, 479.0]",117.0,40.0,45.0,38.0,47.0,142.0,15.0,25.0
"[179.0, 480.0]",148.0,50.0,58.0,48.0,32.0,107.0,33.0,18.0
"[179.0, 480.0]",148.0,50.0,58.0,48.0,32.0,107.0,33.0,18.0
"[179.0, 482.0]",110.0,30.0,37.0,46.0,30.0,62.0,28.0,24.0
"[179.0, 483.0]",151.0,35.0,32.0,25.0,38.0,71.0,57.0,17.0
"[179.0, 483.0]",151.0,35.0,32.0,25.0,38.0,71.0,57.0,17.0
"[179.0, 485.0]",160.0,23.0,24.0,26.0,22.0,48.0,71.0,10.0
"[179.0, 485.0]",160.0,23.0,24.0,26.0,22.0,48.0,71.0,10.0
"[179.0, 487.0]",196.0,45.0,32.0,43.0,32.0,52.0,82.0,14.0
"[179.0, 488.0]",155.0,45.0,32.0,30.0,25.0,32.0,68.0,15.0
"[179.0, 489.0]",149.0,38.0,37.0,36.0,25.0,42.0,50.0,54.0
"[179.0, 490.0]",202.0,51.0,40.0,52.0,40.0,38.0,30.0,15.0
"[179.0, 491.0]",156.0,53.0,37.0,33.0,40.0,51.0,18.0,18.0
"[179.0, 491.0]",156.0,53.0,37.0,33.0,40.0,51.0,18.0,18.0
"[179.0, 492.0]",149.0,66.0,69.0,47.0,57.0,58.0,21.0,17.0
"[179.0, 494.0]",155.0,75.0,104.0,60.0,37.0,91.0,17.0,17.0
"[179.0, 494.0]",155.0,75.0,104.0,60.0,37.0,91.0,17.0,17.0
"[179.0, 496.0]",158.0,88.0,130.0,82.0,65.0,81.0,59.0,14.0
"[179.0, 497.0]",130.0,93.0,99.0,82.0,81.0,105.0,27.0,19.0
"[179.0, 497.0]",130.0,93.0,99.0,82.0,81.0,105.0,27.0,19.0
"[179.0, 498.0]",138.0,85.0,112.0,98.0,97.0,71.0,28.0,19.0
"[179.0, 500.0]",156.0,75.0,62.0,78.0,89.0,128.0,71.0,11.0
"[179.0, 501.0]",181.0,41.0,50.0,42.0,103.0,111.0,118.0,16.0
"[179.0, 502.0]",180.0,47.0,73.0,47.0,125.0,93.0,78.0,21.0
"[179.0, 503.0]",185.0,60.0,62.0,30.0,76.0,71.0,106.0,28.0
"[179.0, 503.0]",185.0,60.0,62.0,30.0,76.0,71.0,106.0,28.0
"[179.0, 505.0]",208.0,66.0,49.0,32.0,108.0,64.0,82.0,33.0
"[179.0, 506.0]",152.0,61.0,42.0,38.0,99.0,63.0,64.0,46.0
"[179.0, 506.0]",152.0,61.0,42.0,38.0,99.0,63.0,64.0,46.0
"[179.0, 508.0]",117.0,32.0,35.0,32.0,71.0,36.0,42.0,58.0
"[179.0, 509.0]",115.0,61.0,41.0,28.0,29.0,50.0,25.0,49.0
"[179.0, 510.0]",91.0,35.0,26.0,26.0,20.0,46.0,23.0,48.0
"[179.0, 511.0]",70.0,30.0,14.0,28.0,22.0,35.0,21.0,40.0
"[179.0, 512.0]",61.0,16.0,21.0,28.0,21.0,36.0,14.0,12.0
"[179.0, 513.0]",70.0,27.0,22.0,25.0,17.0,28.0,30.0,23.0
"[179.0, 514.0]",49.0,19.0,24.0,19.0,26.0,44.0,24.0,8.0
"[179.0, 515.0]",44.0,14.0,17.0,25.0,24.0,33.0,21.0,17.0
"[179.0, 516.0]",46.0,17.0,23.0,12.0,17.0,24.0,16.0,14.0
"[179.0, 517.0]",24.0,17.0,24.0,18.0,27.0,30.0,11.0,17.0
"[179.0, 517.0]",24.0,17.0,24.0,18.0,27.0,30.0,11.0,17.0
"[179.0, 519.0]",43.0,25.0,34.0,29.0,27.0,22.0,23.0,9.0
"[179.0, 519.0]",43.0,25.0,34.0,29.0,27.0,22.0,23.0,9.0
"[179.0, 521.0]",36.0,20.0,20.0,14.0,29.0,45.0,13.0,15.0
"[179.0, 522.0]",28.0,16.0,16.0,22.0,33.0,21.0,30.0,17.0
"[179.0, 523.0]",34.0,9.0,18.0,23.0,17.0,14.0,9.0,21.0
"[179.0, 524.0]",41.0,22.0,23.0,19.0,13.0,35.0,8.0,11.0
"[179.0, 525.0]",30.0,18.0,22.0,24.0,16.0,18.0,12.0,17.0
"[179.0, 526.0]",27.0,18.0,10.0,20.0,22.0,23.0,21.0,16.0
"[178.0, 527.0]",14.0,39.0,14.0,14.0,24.0,15.0,50.0,16.0
"[178.0, 528.0]",15.0,14.0,20.0,8.0,20.0,22.0,16.0,13.0
"[178.0, 529.0]",17.0,28.0,18.0,23.0,24.0,30.0,16.0,7.0
"[178.0, 530.0]",27.0,14.0,23.0,28.0,16.0,25.0,8.0,19.0
"[178.0, 531.0]",57.0,13.0,10.0,6.0,31.0,23.0,10.0,13.0
"[178.0, 532.0]",38.0,26.0,37.0,24.0,20.0,20.0,24.0,13.0
"[178.0, 533.0]",51.0,19.0,30.0,20.0,24.0,14.0,10.0,15.0
"[178.0, 534.0]",71.0,20.0,37.0,25.0,27.0,42.0,23.0,23.0
"[178.0, 535.0]",50.0,44.0,37.0,33.0,29.0,11.0,16.0,27.0
"[178.0, 536.0]",78.0,44.0,76.0,38.0,39.0,30.0,15.0,18.0
"[178.0, 537.0]",85.0,44.0,64.0,25.0,26.0,26.0,27.0,22.0
"[178.0, 538.0]",68.0,62.0,49.0,35.0,31.0,35.0,41.0,32.0
"[178.0, 539.0]",63.0,48.0,56.0,33.0,29.0,36.0,22.0,17.0
"[178.0, 540.0]",77.0,36.0,36.0,47.0,29.0,40.0,43.0,26.0
"[178.0, 541.0]",99.0,35.0,37.0,35.0,31.0,38.0,40.0,29.0
"[178.0, 542.0]",95.0,61.0,42.0,47.0,49.0,30.0,44.0,45.0
"[178.0, 543.0]",145.0,76.0,64.0,25.0,43.0,46.0,69.0,38.0
"[178.0, 544.0]",143.0,77.0,35.0,52.0,47.0,53.0,74.0,28.0
"[178.0, 545.0]",157.0,71.0,62.0,54.0,73.0,63.0,85.0,25.0
"[178.0, 546.0]",162.0,98.0,110.0,70.0,74.0,57.0,85.0,46.0
"[178.0, 546.0]",162.0,98.0,110.0,70.0,74.0,57.0,85.0,46.0
"[178.0, 548.0]",179.0,70.0,62.0,58.0,39.0,87.0,73.0,76.0
"[178.0, 549.0]",114.0,60.0,52.0,56.0,38.0,63.0,45.0,90.0
"[178.0, 550.0]",127.0,62.0,56.0,42.0,33.0,105.0,52.0,79.0
"[178.0, 551.0]",91.0,50.0,41.0,21.0,39.0,61.0,34.0,94.0
"[178.0, 552.0]",71.0,29.0,33.0,18.0,36.0,56.0,21.0,87.0
"[178.0, 553.0]",93.0,41.0,41.0,20.0,29.0,42.0,19.0,38.0
"[178.0, 554.0]",79.0,35.0,31.0,16.0,20.0,56.0,19.0,36.0
"[178.0, 555.0]",110.0,58.0,41.0,31.0,27.0,37.0,26.0,36.0
"[178.0, 556.0]",100.0,49.0,44.0,43.0,42.0,32.0,26.0,27.0
"[178.0, 557.0]",115.0,55.0,35.0,34.0,72.0,39.0,22.0,12.0
"[178.0, 558.0]",128.0,72.0,37.0,64.0,37.0,50.0,28.0,66.0
"[178.0, 559.0]",146.0,86.0,54.0,52.0,69.0,41.0,28.0,21.0
"[178.0, 560.0]",154.0,58.0,50.0,56.0,63.0,56.0,28.0,16.0
"[178.0, 561.0]",198.0,70.0,62.0,85.0,66.0,69.0,33.0,19.0
"[178.0, 562.0]",222.0,78.0,63.0,68.0,74.0,88.0,65.0,34.0
"[178.0, 563.0]",232.0,122.0,49.0,48.0,92.0,89.0,70.0,33.0
"[178.0, 564.0]",231.0,117.0,39.0,58.0,100.0,121.0,63.0,67.0
"[178.0, 564.0]",231.0,117.0,39.0,58.0,100.0,121.0,63.0,67.0
"[178.0, 566.0]",254.0,224.0,98.0,109.0,142.0,131.0,59.0,79.0
"[178.0, 567.0]",211.0,228.0,118.0,147.0,138.0,150.0,83.0,68.0
"[178.0, 568.0]",228.0,221.0,136.0,181.0,188.0,154.0,95.0,77.0
"[178.0, 568.0]",228.0,221.0,136.0,181.0,188.0,154.0,95.0,77.0
"[178.0, 570.0]",188.0,193.0,174.0,243.0,188.0,162.0,138.0,146.0
"[178.0, 570.0]",188.0,193.0,174.0,243.0,188.0,162.0,138.0,146.0
"[178.0, 571.0]",213.0,152.0,191.0,218.0,236.0,201.0,175.0,152.0
"[178.0, 573.0]",205.0,134.0,188.0,211.0,203.0,215.0,210.0,180.0
"[178.0, 574.0]",213.0,174.0,144.0,189.0,174.0,229.0,183.0,199.0
"[178.0, 575.0]",209.0,183.0,146.0,159.0,175.0,242.0,163.0,177.0
"[178.0, 576.0]",166.0,155.0,149.0,194.0,228.0,227.0,192.0,139.0
"[178.0, 577.0]",139.0,219.0,190.0,180.0,189.0,198.0,166.0,153.0
"[178.0, 578.0]",199.0,165.0,145.0,225.0,230.0,199.0,218.0,130.0
"[177.0, 579.0]",159.0,245.0,199.0,247.0,228.0,198.0,190.0,114.0
"[177.0, 579.0]",159.0,245.0,199.0,247.0,228.0,198.0,190.0,114.0
"[177.0, 581.0]",155.0,157.0,191.0,226.0,217.0,205.0,198.0,109.0
"[177.0, 582.0]",178.0,191.0,196.0,233.0,192.0,253.0,234.0,182.0
"[177.0, 583.0]",118.0,165.0,206.0,193.0,181.0,244.0,221.0,223.0
"[177.0, 584.0]",130.0,210.0,200.0,234.0,207.0,221.0,226.0,212.0
"[177.0, 585.0]",125.0,152.0,230.0,174.0,192.0,209.0,217.0,206.0
"[177.0, 586.0]",121.0,171.0,188.0,217.0,204.0,232.0,238.0,245.0
"[177.0, 586.0]",121.0,171.0,188.0,217.0,204.0,232.0,238.0,245.0
"[177.0, 588.0]",136.0,169.0,169.0,175.0,140.0,179.0,200.0,231.0
"[177.0, 589.0]",58.0,150.0,185.0,174.0,119.0,231.0,214.0,194.0
"[177.0, 589.0]",58.0,150.0,185.0,174.0,119.0,231.0,214.0,194.0
"[177.0, 591.0]",73.0,121.0,178.0,192.0,90.0,175.0,182.0,208.0
"[177.0, 592.0]",97.0,94.0,172.0,162.0,104.0,123.0,173.0,199.0
"[177.0, 593.0]",94.0,115.0,141.0,143.0,114.0,97.0,93.0,157.0
"[177.0, 594.0]",122.0,72.0,101.0,138.0,72.0,89.0,91.0,154.0
"[177.0, 595.0]",62.0,110.0,109.0,123.0,81.0,105.0,77.0,126.0
"[177.0, 596.0]",57.0,91.0,112.0,101.0,48.0,94.0,93.0,82.0
"[177.0, 597.0]",70.0,89.0,101.0,152.0,60.0,78.0,77.0,81.0
"[177.0, 598.0]",48.0,85.0,112.0,110.0,60.0,89.0,78.0,45.0
"[177.0, 599.0]",50.0,87.0,87.0,76.0,65.0,62.0,70.0,61.0
"[176.0, 600.0]",65.0,92.0,126.0,86.0,61.0,88.0,73.0,59.0
"[176.0, 601.0]",31.0,95.0,109.0,81.0,53.0,61.0,71.0,93.0
"[176.0, 602.0]",75.0,91.0,82.0,102.0,68.0,39.0,104.0,60.0
"[176.0, 603.0]",40.0,113.0,128.0,128.0,22.0,47.0,69.0,76.0
"[176.0, 604.0]",39.0,127.0,124.0,124.0,62.0,62.0,93.0,60.0
"[176.0, 605.0]",76.0,129.0,141.0,126.0,36.0,37.0,50.0,69.0
"[176.0, 606.0]",65.0,110.0,92.0,147.0,33.0,42.0,62.0,95.0
"[176.0, 607.0]",41.0,76.0,137.0,87.0,46.0,35.0,60.0,65.0
"[176.0, 608.0]",47.0,105.0,137.0,101.0,46.0,31.0,50.0,61.0
"[176.0, 609.0]",55.0,89.0,177.0,79.0,39.0,40.0,51.0,49.0
"[176.0, 610.0]",46.0,113.0,101.0,71.0,32.0,28.0,28.0,42.0
"[176.0, 611.0]",57.0,61.0,86.0,64.0,35.0,39.0,46.0,32.0
"[176.0, 612.0]",32.0,85.0,63.0,44.0,28.0,43.0,39.0,37.0
"[175.0, 612.0]",69.0,136.0,110.0,94.0,49.0,35.0,22.0,36.0
"[175.0, 613.0]",75.0,147.0,90.0,72.0,31.0,41.0,40.0,51.0
"[175.0, 615.0]",73.0,150.0,80.0,72.0,42.0,25.0,37.0,28.0
"[175.0, 616.0]",73.0,86.0,81.0,72.0,21.0,45.0,25.0,20.0
"[175.0, 617.0]",90.0,108.0,82.0,81.0,35.0,37.0,31.0,26.0
"[175.0, 618.0]",84.0,66.0,81.0,93.0,36.0,28.0,48.0,29.0
"[175.0, 619.0]",105.0,78.0,43.0,57.0,21.0,16.0,34.0,37.0
"[175.0, 619.0]",105.0,78.0,43.0,57.0,21.0,16.0,34.0,37.0
"[175.0, 620.0]",66.0,108.0,108.0,63.0,41.0,26.0,38.0,22.0
"[175.0, 622.0]",85.0,105.0,109.0,76.0,37.0,38.0,44.0,25.0
"[175.0, 622.0]",85.0,105.0,109.0,76.0,37.0,38.0,44.0,25.0
"[174.0, 623.0]",117.0,94.0,97.0,124.0,48.0,30.0,50.0,25.0
"[174.0, 625.0]",134.0,145.0,57.0,81.0,86.0,28.0,89.0,29.0
"[174.0, 625.0]",134.0,145.0,57.0,81.0,86.0,28.0,89.0,29.0
