,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[106 264],[100 278],[0.49222800000000005],2.8174392876820007,60.88495575221239,61.008849557522126,56.94690265486726,64.70796460176992,66.29203539823008,73.57522123893806,77.69911504424779,72.41592920353982,11,7,8,9,10,6,7,7,141,176,144,141,138,193,188,151,6880,6894,6435,7312,7491,8314,8780,8183,3386.5286400000005,3393.4198320000005,3167.4871800000005,3599.1711360000004,3687.2799480000003,4092.3835920000006,4321.76184,4027.9017240000003,7.79646017699115,8.221238938053098,7.548672566371682,8.601769911504425,8.920353982300885,9.504424778761061,9.15929203539823,9.43362831858407
Spine: 1,0,[155 280],[148 311],[0.8145720000000001],6.134025870907286,69.80748663101605,81.1336898395722,61.1764705882353,71.77005347593582,59.09090909090909,74.79144385026738,72.57754010695187,92.54010695187166,12,18,9,15,7,10,6,8,167,198,143,167,166,197,196,246,13054,15172,11440,13421,11050,13986,13572,17305,10633.422888000001,12358.686384,9318.70368,10932.370812000001,9001.020600000002,11392.603992000002,11055.371184000001,14096.16846,5.497326203208556,5.262032085561497,5.983957219251337,5.764705882352941,6.053475935828877,7.090909090909091,7.748663101604278,7.636363636363637
Spine: 2,0,[168 280],[168 310],[0.8537760000000001],6.785655672386543,23.93877551020408,22.26530612244898,24.418367346938776,25.198979591836736,16.678571428571427,18.040816326530614,21.785714285714285,21.066326530612244,5,2,4,4,2,3,1,1,106,94,125,92,114,95,123,171,4692,4364,4786,4939,3269,3536,4270,4129,4005.9169920000004,3725.8784640000003,4086.1719360000006,4216.799664,2790.9937440000003,3018.9519360000004,3645.6235200000006,3525.241104,4.540816326530612,4.035714285714286,4.4438775510204085,4.719387755102041,4.719387755102041,4.928571428571429,4.76530612244898,4.744897959183674
Spine: 3,0,[170 253],[170 229],[0.6490440000000001],6.917655672386543,67.28187919463087,84.29530201342281,64.79194630872483,69.6510067114094,81.64429530201342,100.99328859060402,118.83221476510067,107.87248322147651,7,7,6,8,18,23,17,17,177,200,190,206,171,212,242,236,10025,12560,9654,10378,12165,15048,17706,16073,6506.6661,8151.992640000001,6265.870776000001,6735.7786320000005,7895.620260000001,9766.814112000002,11491.973064000002,10432.084212000002,4.550335570469799,4.758389261744966,4.3355704697986575,4.939597315436242,5.557046979865772,5.879194630872483,6.845637583892618,6.114093959731544
Spine: 4,0,[243 249],[247 215],[0.8232840000000001],11.628530055349358,57.560846560846564,69.68783068783068,60.698412698412696,67.68783068783068,68.93650793650794,81.3862433862434,90.47089947089947,86.96825396825396,9,7,8,8,8,6,12,5,182,184,179,200,218,225,226,244,10879,13171,11472,12793,13029,15382,17099,16437,8956.506636000002,10843.473564000002,9444.714048000002,10532.272212000002,10726.567236,12663.754488000002,14077.333116000002,13532.319108000002,3.5238095238095237,4.2063492063492065,3.7301587301587302,4.1005291005291005,4.756613756613756,4.703703703703703,4.91005291005291,4.804232804232805
Spine: 5,0,[265 273],[263.84594517 296.29710489],[0.43560000000000004],13.342392274405318,57.96,60.84,41.49,47.41,51.56,42.58,63.67,91.27,9,8,5,4,6,5,8,9,173,172,145,190,186,143,208,191,5796,6084,4149,4741,5156,4258,6367,9127,2524.7376000000004,2650.1904000000004,1807.3044000000002,2065.1796000000004,2245.9536000000003,1854.7848000000001,2773.4652,3975.7212000000004,5.775510204081633,6.295918367346939,5.326530612244898,6.36734693877551,6.448979591836735,6.622448979591836,6.489795918367347,7.255102040816326
Spine: 6,0,[297 282],[291 296],[0.605484],15.5772777481325,51.510791366906474,69.0,39.60431654676259,53.2589928057554,51.20863309352518,56.35251798561151,68.36690647482014,82.7841726618705,7,9,6,6,7,6,3,9,184,223,134,159,168,179,181,203,7160,9591,5505,7403,7118,7833,9503,11507,4335.26544,5807.1970440000005,3333.18942,4482.3980520000005,4309.835112000001,4742.756172,5753.914452000001,6967.3043880000005,9.848920863309353,9.258992805755396,8.37410071942446,8.748201438848922,10.870503597122303,11.244604316546763,9.784172661870503,9.762589928057555
