,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[164 304],[164 342],[1.2722160004393859],10.504952960929785,61.33105802047782,58.63139931740614,53.129692832764505,49.232081911262796,38.774744027303754,40.50511945392491,44.13993174061434,47.225255972696246,9,8,7,6,6,5,6,6,179,147,171,251,219,251,255,255,17970,17179,15567,14425,11361,11868,12933,13837,22861.721527895763,21855.39867154821,19804.58647883992,18351.71580633814,14453.645980991862,15098.65949321463,16453.569533682577,17603.65279807978,7.054607508532423,6.863481228668942,6.750853242320819,6.907849829351536,6.757679180887372,6.805460750853243,6.795221843003413,6.679180887372014
Spine: 1,0,[242 286],[236 314],[0.9335373382063753],16.138988391119785,93.61860465116278,79.7953488372093,83.46976744186047,95.28372093023256,80.66976744186047,89.31627906976745,89.29767441860466,85.25581395348837,17,12,15,16,14,18,21,14,238,193,175,205,186,204,205,216,20128,17156,17946,20486,17344,19203,19199,18330,18790.23954341792,16015.766574268573,16753.26107145161,19124.445910495804,16191.271593851372,17926.717505577024,17922.9833562242,17111.739409322858,7.706976744186046,7.637209302325582,8.032558139534883,7.534883720930233,7.255813953488372,7.660465116279069,7.6465116279069765,7.744186046511628
Spine: 2,0,[405 274],[405 306],[1.2418217615210387],26.995724490833634,68.34615384615384,59.88111888111888,62.92307692307692,81.5034965034965,72.14335664335664,67.70979020979021,63.37762237762238,64.02447552447552,10,7,8,14,9,18,22,26,187,184,215,185,142,139,117,128,19547,17126,17996,23310,20633,19365,18126,18311,24273.889972451743,21267.439487809308,22347.824420332614,28946.865261055413,25622.50840546359,24047.878411854916,22509.261249330346,22738.99827521174,7.699300699300699,7.629370629370629,7.888111888111888,7.688811188811189,7.534965034965035,7.818181818181818,7.975524475524476,7.6573426573426575
Spine: 3,0,[482 248],[459.91245326 228.91913793],[0.8640647921072961],32.55145709432516,87.63819095477388,113.82914572864321,104.7286432160804,133.66331658291458,128.68341708542712,125.19597989949749,120.65326633165829,125.01005025125629,15,26,18,28,18,19,16,28,232,255,251,255,255,255,255,255,17440,22652,20841,26599,25608,24914,24010,24877,15069.289974351244,19572.795670814474,18007.97433230816,22983.25940526197,22126.97119628364,21527.310230561176,20746.19565849618,21495.339833253205,11.251256281407036,11.904522613065327,11.638190954773869,11.542713567839195,11.582914572864322,11.366834170854272,11.482412060301508,11.43718592964824
Spine: 4,0,[278 254],[278 214],[0.872748860369681],18.332351001873608,57.014925373134325,42.472636815920396,42.03482587064676,30.666666666666668,32.19900497512438,29.796019900497512,25.736318407960198,24.18905472636816,10,8,8,7,6,8,6,8,179,164,173,148,127,119,101,96,11460,8537,8449,6164,6472,5989,5173,4862,10001.701939836545,7450.6570209759675,7373.855121263435,5379.623975318714,5648.430624312576,5226.89292475402,4514.72985469236,4243.304959117389,7.1940298507462686,7.258706467661692,6.975124378109452,7.1840796019900495,6.751243781094527,6.91542288557214,7.0,7.288557213930348
Spine: 5,0,[363 245],[357 217],[1.037746157354994],24.953015868155013,105.19665271966527,108.46443514644352,131.907949790795,103.96652719665272,103.22594142259415,104.0,101.2050209205021,96.55648535564853,9,16,19,10,16,15,14,12,252,237,255,246,247,245,253,249,25142,25923,31526,24848,24671,24856,24188,23077,26091.013888219255,26901.493637113508,32715.985356773537,25785.916517956888,25602.235448105053,25794.218487215727,25101.004054102592,23948.068073281192,8.200836820083682,8.493723849372385,8.635983263598327,8.179916317991632,8.330543933054393,8.422594142259415,8.380753138075313,8.05439330543933
Spine: 6,0,[ 61 280],[ 59.61717248 312.80064239],[0.7859081777458322],3.812823082747021,143.60773480662982,124.07734806629834,100.00552486187846,109.0828729281768,108.69613259668509,117.56906077348066,111.41436464088397,111.94475138121547,18,21,15,13,15,17,16,13,255,255,255,255,255,255,254,255,25993,22458,18101,19744,19674,21280,20166,20262,20428.111264147417,17649.925855815898,14225.723925377308,15516.971061413711,15461.957488971502,16724.12602243131,15848.624312422451,15924.071497486051,7.213483146067416,7.073033707865169,7.089887640449438,7.044943820224719,6.758426966292135,6.99438202247191,7.056179775280899,7.022471910112359
Spine: 7,0,[477 276],[461 306],[1.6543150039843209],32.256769662248644,81.00787401574803,78.4514435695538,83.71128608923884,138.10498687664042,122.35958005249344,125.5249343832021,128.7795275590551,133.81627296587928,11,10,11,34,17,15,34,37,248,219,235,255,255,255,255,255,30864,29890,31894,52618,46619,47825,49065,50984,51058.778282972075,49447.47546909135,52762.72273707593,87046.74687964699,77122.51117074506,79117.61506555014,81168.9656704907,84343.59616313661,7.808398950131234,8.028871391076116,8.183727034120736,8.388451443569554,8.32283464566929,8.165354330708661,8.356955380577428,8.46719160104987
Spine: 8,0,[106 269],[106 249],[1.1810332836843445],7.181962803714466,74.48161764705883,74.06985294117646,80.00367647058823,79.05514705882354,76.8345588235294,77.4154411764706,70.05147058823529,70.90073529411765,10,10,11,17,17,17,15,11,225,199,190,170,218,216,158,170,20259,20147,21761,21503,20899,21057,19054,19285,23926.553294161135,23794.27756638849,25700.46528625502,25395.75869906446,24682.414595719114,24869.017854541242,22503.4081873215,22776.226875852582,10.727941176470589,11.672794117647058,11.349264705882353,10.647058823529411,10.8125,10.139705882352942,9.775735294117647,9.889705882352942
Spine: 9,0,[ 30 257],[ 18.20731585 278.82332413],[1.9843095979549465],1.3105581730898928,75.63019693654267,75.95404814004377,78.10284463894968,81.13129102844638,71.54923413566739,71.29759299781182,65.6980306345733,65.04157549234135,7,8,12,14,11,11,8,8,228,205,206,217,223,213,202,197,34563,34711,35693,37077,32698,32583,30024,29724,68583.69263411681,68877.37045461415,70825.96247980591,73572.24696337555,64882.95523393084,64654.75963016602,59576.91136899931,58981.618489612825,10.379912663755459,10.196506550218341,10.111353711790393,11.888646288209607,12.587336244541484,12.751091703056769,12.331877729257641,12.897379912663755
