,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[186 277],[205 315],[1.3156363417513108],12.25762049109685,49.755775577557756,40.838283828382835,50.663366336633665,72.99009900990099,93.91419141914191,84.66996699669967,125.07260726072607,126.52145214521452,6,5,5,9,15,7,13,12,196,155,220,247,245,224,255,255,15076,12374,15351,22116,28456,25655,37897,38336,19834.53348824276,16279.68409283072,20196.33348222437,29096.61333417199,37437.7477408753,33752.650347629875,49858.67044334942,50436.23479737825,5.135313531353136,5.052805280528053,5.247524752475248,5.376237623762377,5.9372937293729375,5.782178217821782,5.778877887788779,5.996699669966997
Spine: 1,0,[254 268],[261 310],[0.7164356316467534],16.419203276203827,56.28484848484848,43.7030303030303,47.54545454545455,65.11515151515151,71.12727272727273,38.36363636363637,43.73939393939394,54.41818181818182,6,8,7,8,11,7,9,8,184,151,146,187,219,124,127,151,9287,7211,7845,10744,11736,6330,7217,8979,6653.537711103399,5166.217339804739,5620.43753026878,7697.384426412718,8408.088573006298,4535.037548323949,5170.5159535946195,6432.875536556198,4.4787878787878785,4.866666666666666,4.672727272727273,5.042424242424242,5.0,5.527272727272727,5.4787878787878785,5.666666666666667
Spine: 2,0,[315 233],[324 210],[0.7511719046962929],20.514676726659108,91.72832369942196,84.53757225433526,76.49132947976878,87.60115606936417,122.81502890173411,121.79768786127168,115.78612716763006,108.22543352601156,14,6,8,7,10,12,12,10,237,254,249,255,255,255,255,255,15869,14625,13233,15155,21247,21071,20031,18723,11920.346955625473,10985.889106183284,9940.257814846045,11384.010215672319,15960.149459082137,15827.943203855588,15046.724422971443,14064.191571628693,5.988439306358382,5.456647398843931,5.872832369942197,5.982658959537572,7.086705202312139,7.046242774566474,6.803468208092486,7.416184971098266
Spine: 3,0,[420 270],[418 297],[0.9291953040751831],27.86029561597548,115.85514018691589,123.97196261682242,96.88785046728972,132.42990654205607,76.98130841121495,68.95327102803738,112.95794392523365,106.68691588785046,17,21,21,15,14,9,14,12,255,254,241,255,206,212,254,254,24793,26530,20734,28340,16474,14756,24173,22831,23037.539173936017,24651.55141711461,19265.93543469485,26333.394917490692,15307.563439334568,13711.205906933403,22461.4380854094,21214.457987340505,6.093457943925234,6.4953271028037385,6.303738317757009,7.102803738317757,7.897196261682243,7.570093457943925,7.299065420560748,6.644859813084112
Spine: 4,0,[111 255],[ 93.2064732  223.46525002],[0.9161692016816059],7.1955218643917735,78.26540284360189,73.52132701421802,77.24170616113744,96.23696682464455,98.17061611374407,134.2037914691943,85.17061611374407,95.57345971563981,11,12,11,16,10,14,11,10,226,228,241,255,255,255,255,255,16514,15513,16298,20306,20714,28317,17971,20166,15129.618196570038,14212.53282568675,14931.725649006812,18603.73180934669,18977.528843632783,25943.163284018032,16464.47672342014,18475.468121111262,4.609523809523809,4.719047619047619,4.980952380952381,4.933333333333334,5.804761904761905,6.609523809523809,5.780952380952381,5.757142857142857
Spine: 5,0,[ 75 265],[ 73 249],[1.1984014202091147],5.3959184068669455,53.46739130434783,51.35507246376812,53.78260869565217,72.31884057971014,81.7427536231884,173.018115942029,125.65217391304348,93.90942028985508,7,10,9,8,10,23,10,10,229,193,204,230,250,255,255,255,14757,14174,14844,19960,22561,47753,34680,25919,17684.809758025905,16986.141730043993,17789.0706815841,23920.09234737393,27037.13444133784,57227.26301924586,41560.5612528521,31061.366410400045,10.431159420289855,10.452898550724637,10.322463768115941,11.576086956521738,11.934782608695652,36.68115942028985,14.873188405797102,14.91304347826087
Spine: 6,0,[113 287],[120 325],[2.0668082464476036],6.936680830070018,50.55672268907563,58.088235294117645,65.08193277310924,66.22899159663865,97.79411764705883,130.02941176470588,110.32142857142857,110.49159663865547,5,7,8,7,11,24,20,14,232,255,255,255,255,255,255,255,24065,27650,30979,31525,46550,61894,52513,52594,49737.74045076159,57147.24801427624,64027.65266670031,65156.129969260706,96209.92387213596,127923.02960562798,108534.30144570301,108701.71291366527,4.632352941176471,4.623949579831932,4.7521008403361344,5.111344537815126,5.773109243697479,6.07563025210084,5.823529411764706,5.928571428571429
Spine: 7,0,[ 92 290],[ 96 328],[1.6152366968035894],5.6329400126439735,32.774193548387096,32.045698924731184,27.688172043010752,25.629032258064516,31.330645161290324,95.1989247311828,62.93279569892473,36.5994623655914,6,6,6,7,6,10,7,6,100,104,98,117,117,220,235,175,12192,11921,10300,9534,11655,35414,23411,13615,19692.965807429362,19255.23666259559,16636.93797707697,15399.666667325422,18825.583701245836,57201.992380602314,37814.306308868836,21991.44762698087,4.690860215053763,4.744623655913978,4.989247311827957,5.126344086021505,5.728494623655914,6.556451612903226,6.559139784946237,6.134408602150538
Spine: 8,0,[156 257],[144.78868769 232.93953431],[0.937879372337568],10.124470441579172,64.76388888888889,57.875,46.53703703703704,82.26388888888889,131.4398148148148,160.0787037037037,163.19444444444446,140.22222222222223,9,7,8,9,13,22,21,12,225,220,232,247,255,255,255,255,13989,12501,10052,17769,28391,34577,35250,30288,13119.99453963024,11724.430033591938,9427.563450737234,16665.178567066247,26627.333260035895,32429.05505731609,33060.24787489927,28406.490429360263,7.084507042253521,6.577464788732394,6.455399061032864,6.779342723004695,7.568075117370892,7.92018779342723,8.267605633802816,7.915492957746479
Spine: 9,0,[357 235],[357 205],[0.8163024166641796],23.627165673833616,56.308510638297875,49.452127659574465,60.62234042553192,105.49468085106383,96.1436170212766,71.58510638297872,61.898936170212764,54.6063829787234,10,8,9,7,6,4,5,6,148,162,181,255,255,255,255,255,10586,9297,11397,19833,18075,13458,11637,10266,8641.377382807006,7589.163567726878,9303.398642721655,16189.725829700674,14754.666181205046,10985.797923466529,9499.311222721059,8380.160609474467,4.845744680851064,4.611702127659575,4.723404255319149,5.207446808510638,5.781914893617022,5.446808510638298,5.547872340425532,5.526595744680851
