,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[ 39 247],[ 36.01435129 266.33263313],[1.0497960000000002],1.6116449961469426,47.16182572614108,51.83402489626556,48.85892116182573,54.107883817427386,49.28215767634855,45.995850622406635,40.54356846473029,50.20746887966805,7,7,7,8,7,7,6,7,161,179,193,163,179,158,173,143,11366,12492,11775,13040,11877,11085,9771,12100,11931.981336,13114.051632,12361.3479,13689.339840000002,12468.427092000002,11636.98866,10257.556716000001,12702.531600000002,7.8884297520661155,7.652892561983471,7.528925619834711,7.553719008264463,7.471074380165289,7.904958677685951,7.582644628099174,7.801652892561983
Spine: 1,0,[ 66 265],[ 84.65084336 282.02182412],[1.00188],3.9747008090465474,27.38695652173913,20.347826086956523,20.530434782608694,66.07826086956521,23.63478260869565,25.07391304347826,23.543478260869566,21.878260869565217,6,4,6,13,4,4,5,5,117,85,82,177,68,92,88,86,6299,4680,4722,15198,5436,5767,5415,5032,6310.842120000001,4688.798400000001,4730.87736,15226.572240000001,5446.219680000001,5777.841960000001,5425.180200000001,5041.4601600000005,7.035398230088496,7.486725663716814,7.106194690265487,7.628318584070796,7.004424778761062,7.247787610619469,7.433628318584071,7.256637168141593
Spine: 2,0,[ 57 219],[ 50.13462319 196.51573323],[0.82764],2.187795949642297,42.536842105263155,39.61052631578947,36.38421052631579,98.14736842105263,35.17894736842105,30.405263157894737,39.2,29.2,7,6,6,18,6,5,5,6,140,121,111,218,104,100,130,110,8082,7526,6913,18648,6684,5777,7448,5548,6688.9864800000005,6228.81864,5721.4753200000005,15433.830720000002,5531.9457600000005,4781.276280000001,6164.262720000001,4591.74672,6.792553191489362,6.9361702127659575,6.8563829787234045,7.808510638297872,6.5212765957446805,6.888297872340425,6.930851063829787,6.51595744680851
