,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[280 235],[284 264],[1.145628],1.5610697607441282,30.623574144486692,22.813688212927758,22.878326996197718,26.923954372623573,36.627376425855516,26.75665399239544,43.73003802281369,39.136882129277566,7,5,4,3,3,4,8,10,98,84,83,96,131,77,97,99,8054,6000,6017,7081,9633,7037,11501,10293,9226.887912000002,6873.768000000001,6893.243676000001,8112.191868000001,11035.834524000002,8061.784236000001,13175.867628000002,11791.949004000002,5.532319391634981,5.140684410646388,5.726235741444867,6.14828897338403,6.467680608365019,6.551330798479087,6.319391634980988,6.342205323193916
Spine: 1,0,[296 237],[298 273],[0.9496080000000001],2.498791628824883,26.371559633027523,21.78440366972477,18.68348623853211,21.142201834862384,23.68807339449541,20.81192660550459,23.376146788990827,22.160550458715598,6,3,3,4,5,6,5,4,85,85,58,95,76,77,78,82,5749,4749,4073,4609,5164,4537,5096,4831,5459.296392,4509.688392000001,3867.7533840000006,4376.743272000001,4903.775712000001,4308.371496000001,4839.202368,4587.556248000001,6.555045871559633,6.486238532110092,7.027522935779817,7.087155963302752,6.885321100917431,6.6422018348623855,6.761467889908257,7.802752293577981
Spine: 2,0,[331 235],[343 277],[1.2980880000000001],4.521554770178615,24.644295302013422,20.83221476510067,16.33221476510067,19.56040268456376,18.12751677852349,13.64765100671141,18.41946308724832,19.28187919463087,2,3,5,4,3,1,2,1,98,101,58,77,64,50,62,81,7344,6208,4867,5829,5402,4067,5489,5746,9533.158272,8058.530304000001,6317.794296000001,7566.554952,7012.271376000001,5279.323896000001,7125.205032000001,7458.813648000001,5.677852348993288,5.74496644295302,6.446308724832215,6.677852348993288,6.224832214765101,6.315436241610739,6.194630872483222,6.151006711409396
