,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[ 17 106],[ 20 130],[0.29185200000000006],0.132,0,39.71641791044776,36.04477611940298,38.492537313432834,70.98461538461538,46.985074626865675,56.3134328358209,41.61194029850746,51.8955223880597,12,13,18,29,22,24,12,23,83,66,62,122,98,101,83,87,2661,2415,2579,4614,3148,3773,2788,3477,11.591316,10.51974,11.234124000000001,20.098584000000002,13.712688000000002,16.435188,12.144528000000001,15.145812000000001,7.2388059701492535,7.2835820895522385,7.044776119402985,6.522388059701493,7.074626865671642,8.462686567164178,6.343283582089552,7.358208955223881
Spine: 1,0,[ 57 108],[ 52 125],[0.45302400000000004],2.6886196606221553,0,70.0673076923077,65.36538461538461,45.30769230769231,39.41346153846154,38.92307692307692,63.93269230769231,59.5,32.28846153846154,29,21,14,12,12,24,26,10,123,121,89,89,77,115,102,82,7287,6798,4712,4099,4048,6649,6188,3358,31.742172000000004,29.612088000000004,20.525472,17.855244000000003,17.633088,28.963044000000004,26.954928000000002,14.627448000000001,11.115384615384615,10.932692307692308,9.442307692307692,7.884615384615385,7.211538461538462,11.673076923076923,7.990384615384615,9.5
Spine: 2,0,[102  81],[102  47],[1.0410840000000001],5.512016453110475,0,26.543933054393307,28.84518828451883,27.489539748953973,81.81171548117155,91.39330543933055,55.73221757322176,64.60669456066945,28.15062761506276,7,7,7,13,33,11,19,8,77,97,77,190,171,145,145,86,6344,6894,6570,19553,21843,13320,15441,6728,27.634464000000005,30.030264000000003,28.618920000000003,85.17286800000001,95.14810800000001,58.02192000000001,67.260996,29.307168000000004,9.03765690376569,9.288702928870293,8.297071129707113,8.355648535564853,7.121338912133891,8.560669456066945,6.615062761506276,7.01255230125523
Spine: 3,0,[140  81],[151.02414166  45.92737793],[1.028016],7.678808963160878,0,29.194915254237287,103.15677966101696,52.78813559322034,47.567796610169495,48.48728813559322,41.44915254237288,27.822033898305083,28.228813559322035,7,18,12,10,8,8,6,6,112,241,135,134,130,106,76,82,6890,24345,12458,11226,11443,9782,6566,6662,30.012840000000004,106.04682000000001,54.26704800000001,48.900456000000005,49.84570800000001,42.610392000000004,28.601496000000004,29.019672000000003,9.779661016949152,10.203389830508474,9.94915254237288,8.347457627118644,8.139830508474576,10.682203389830509,7.919491525423729,11.152542372881356
Spine: 4,0,[108 117],[108 155],[0.7405200000000001],5.908016453110475,0,30.03529411764706,28.888235294117646,33.46470588235294,66.62352941176471,75.33529411764705,76.87058823529412,53.8,51.67058823529412,9,9,7,19,21,26,15,15,100,94,85,150,178,145,122,117,5106,4911,5689,11326,12807,13068,9146,8784,22.241736000000003,21.392316,24.781284000000003,49.336056000000006,55.78729200000001,56.92420800000001,39.83997600000001,38.263104000000006,6.0058823529411764,5.935294117647059,6.182352941176471,5.964705882352941,5.6117647058823525,7.294117647058823,5.8352941176470585,6.394117647058824
Spine: 5,0,[199 126],[199 162],[0.5793480000000001],11.995902776025456,0,41.78947368421053,33.19548872180451,29.473684210526315,83.0827067669173,84.17293233082707,44.721804511278194,45.473684210526315,41.278195488721806,14,11,7,19,26,13,10,8,103,73,94,190,158,132,111,92,5558,4415,3920,11050,11195,5948,6048,5490,24.210648000000003,19.231740000000002,17.07552,48.13380000000001,48.765420000000006,25.909488000000003,26.345088000000004,23.914440000000003,7.180451127819549,7.150375939849624,7.105263157894737,7.511278195488722,6.7593984962406015,7.195488721804511,5.879699248120301,6.56390977443609
Spine: 6,0,[238 134],[238 186],[0.42688800000000005],14.569902776025458,0,56.97959183673469,52.744897959183675,107.63265306122449,80.35714285714286,62.93877551020408,42.41836734693877,36.734693877551024,41.214285714285715,18,21,48,23,14,14,13,17,95,110,199,151,117,92,77,71,5584,5169,10548,7875,6168,4157,3600,4039,24.323904000000002,22.516164000000003,45.94708800000001,34.30350000000001,26.867808000000004,18.107892000000003,15.681600000000001,17.593884000000003,6.316326530612245,6.469387755102041,6.204081632653061,5.704081632653061,5.540816326530612,6.1020408163265305,5.755102040816326,6.163265306122449
