,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[143 136],[231.64515458 216.3063612 ],[1.071576],7.83250432894711,34.59756097560975,38.96341463414634,39.5609756097561,30.32520325203252,39.0650406504065,56.0650406504065,77.40243902439025,66.00813008130082,7,7,7,6,7,8,10,12,124,125,115,108,109,166,220,170,8511,9585,9732,7460,9610,13792,19041,16238,9120.183336000002,10271.055960000002,10428.577632,7993.956960000001,10297.845360000001,14779.176192,20403.878616,17400.251088,5.3347107438016526,5.384297520661157,5.491735537190083,5.723140495867769,5.9421487603305785,5.991735537190083,6.148760330578512,5.830578512396694
Spine: 1,0,[140 103],[279.56270904 239.73272115],[1.2763080000000002],7.83250432894711,68.96928327645051,51.93515358361775,47.784982935153586,117.62457337883959,54.60750853242321,70.02730375426621,75.93174061433447,85.04778156996586,10,10,8,9,7,8,11,6,195,165,154,255,188,236,207,246,20208,15217,14001,34464,16000,20518,22248,24919,25791.632064,19421.578836,17869.588308000002,43986.678912,20420.928000000004,26187.287544000003,28395.300384000002,31804.319052000003,6.743055555555555,6.802083333333333,6.625,6.84375,6.517361111111111,6.59375,6.149305555555555,6.326388888888889
Spine: 2,0,[315 160],[339 220],[0.9975240000000001],19.712200834939388,88.02620087336244,89.9475982532751,84.24454148471615,73.06550218340611,118.7117903930131,165.1703056768559,142.882096069869,129.53275109170306,7,7,9,7,14,31,22,11,243,255,245,255,255,255,255,255,20158,20598,19292,16732,27185,37824,32720,29663,20108.088792000002,20546.999352000003,19244.233008000003,16690.571568000003,27117.689940000004,37730.347776,32638.985280000004,29589.554412000005,6.951965065502184,7.388646288209607,7.685589519650655,7.532751091703057,7.737991266375546,7.9126637554585155,7.641921397379913,7.965065502183406
Spine: 3,0,[109 146],[425.44504149 223.760203  ],[1.1543400000000001],5.2034060394671355,59.822641509433964,56.23018867924528,51.554716981132074,78.33584905660378,76.89811320754717,62.39622641509434,68.55471698113207,87.91698113207548,7,9,7,9,12,9,14,11,206,146,189,217,178,202,198,201,15853,14901,13662,20759,20378,16535,18167,23298,18299.752020000004,17200.820340000002,15770.593080000002,23962.94406,23523.140520000004,19087.0119,20970.894780000002,26893.813320000005,6.197718631178708,6.391634980988593,6.680608365019012,6.977186311787072,7.35361216730038,7.562737642585551,7.9581749049429655,8.372623574144487
Spine: 4,0,[272 185],[108.2064732  233.46525002],[1.4941080000000002],17.308741593312945,54.80466472303207,63.59183673469388,68.71137026239067,62.04956268221574,72.59475218658892,69.20991253644316,120.86297376093295,129.65597667638485,7,7,8,7,9,8,17,17,183,205,219,236,205,207,235,248,18798,21812,23568,21283,24900,23739,41456,44472,28086.242184000002,32589.483696000003,35213.137344,31799.100564000004,37203.28920000001,35468.62981200001,61939.741248000006,66445.97097600001,4.948424068767908,5.0315186246418335,5.111747851002866,5.530085959885387,5.180515759312321,5.223495702005731,5.277936962750716,5.409742120343839
Spine: 5,0,[ 66 156],[ 88 259],[1.3416480000000002],2.582595777661296,72.06168831168831,87.2012987012987,68.61688311688312,100.99675324675324,78.10714285714286,87.75324675324676,102.04545454545455,102.70454545454545,12,9,10,9,11,6,11,19,230,235,200,255,220,241,249,255,22195,26858,21134,31107,24057,27028,31430,31633,29777.877360000002,36033.981984000005,28354.388832000004,41734.644336000005,32276.025936000005,36262.062144,42167.996640000005,42440.35118400001,4.75,5.107142857142857,5.009740259740259,5.2435064935064934,5.188311688311688,5.207792207792208,5.0064935064935066,5.5
Spine: 6,0,[481 143],[190.11660739 221.63053391],[1.6727040000000002],31.143235362089303,107.58854166666667,122.75520833333333,125.93489583333333,219.13020833333334,107.1328125,45.401041666666664,35.84375,45.864583333333336,6,9,8,35,7,6,5,5,255,255,255,255,255,241,126,163,41314,47138,48359,84146,41139,17434,13764,17612,69106.09305600001,78847.92115200001,80890.292736,140751.350784,68813.369856,29161.921536,23023.097856000004,29459.662848000004,5.123684210526315,5.447368421052632,5.221052631578948,5.55,5.786842105263158,5.605263157894737,5.428947368421053,5.41578947368421
Spine: 7,0,[445 153],[152.84739836 197.13933941],[1.8817920000000001],28.97595024644759,62.00231481481482,73.85416666666667,79.07407407407408,120.1574074074074,106.38888888888889,148.82407407407408,119.11111111111111,151.27777777777777,5,6,6,12,13,10,14,12,237,252,255,255,255,255,255,255,26785,31905,34160,51908,45960,64292,51456,65352,50403.798720000006,60038.57376000001,64282.01472000001,97680.05913600001,86487.16032000001,120984.17126400002,96829.48915200001,122978.87078400001,5.557109557109557,5.717948717948718,5.540792540792541,5.752913752913753,5.881118881118881,5.946386946386946,5.7622377622377625,5.979020979020979
Spine: 8,0,[184 113],[159.78868769 242.93953431],[1.02366],10.280940211084854,36.46382978723404,29.748936170212765,26.99148936170213,69.6,65.41702127659575,56.58297872340425,74.99574468085106,86.60851063829787,7,6,6,9,8,7,14,12,111,87,102,183,203,209,230,192,8569,6991,6343,16356,15373,13297,17624,20353,8771.742540000001,7156.4070600000005,6493.075380000001,16742.98296,15736.725180000001,13611.607020000001,18040.98384,20834.551980000004,6.012765957446809,6.319148936170213,6.451063829787234,6.412765957446808,6.561702127659575,6.353191489361702,6.017021276595744,6.2893617021276595
Spine: 9,0,[344 168],[372 215],[0.9452520000000001],22.61407465431403,107.86175115207374,62.235023041474655,56.33179723502304,70.15207373271889,132.17511520737327,149.2073732718894,128.34562211981566,127.28110599078342,7,7,6,6,11,11,12,9,255,255,255,255,255,255,255,255,23406,13505,12224,15223,28682,32378,27851,27620,22124.568312000003,12765.628260000001,11554.760448,14389.571196,27111.717864000002,30605.369256,26326.213452000004,26107.86024,8.19815668202765,8.28110599078341,8.723502304147466,8.764976958525345,8.175115207373272,7.875576036866359,7.774193548387097,8.069124423963133
Spine: 10,0,[ 34 128],[451.00107053 237.60305206],[1.1630520000000002],0.462,56.146067415730336,61.77902621722846,57.659176029962545,83.87265917602996,116.28089887640449,107.92883895131087,99.93258426966293,98.25468164794007,5,7,6,10,15,8,11,8,181,196,176,229,230,214,229,220,14991,16495,15395,22394,31047,28817,26682,26234,17435.312532000004,19184.54274,17905.185540000002,26045.386488000004,36109.275444000006,33515.669484000005,31032.553464000004,30511.506168000004,5.7335907335907335,5.895752895752896,6.046332046332046,6.019305019305019,6.409266409266409,6.154440154440154,6.2471042471042475,6.33976833976834
Spine: 11,0,[227 159],[177 219],[0.7797240000000001],14.100557573383835,83.17877094972067,101.84357541899442,111.77653631284916,156.16759776536313,103.4804469273743,90.48603351955308,129.81005586592178,123.04469273743017,9,11,17,26,19,17,20,26,216,241,248,255,247,251,255,255,14889,18230,20008,27954,18523,16197,23236,22025,11609.310636000002,14214.368520000002,15600.717792000001,21796.404696,14442.827652000002,12629.189628000002,18117.666864000003,17173.421100000003,5.223463687150838,5.312849162011173,5.4804469273743015,5.312849162011173,5.76536312849162,5.659217877094972,5.4860335195530725,5.5251396648044695
Spine: 12,0,[278 154],[ 49.55844765 196.07450487],[1.768536],17.25147195244882,67.8768472906404,69.88177339901478,70.78571428571429,83.68226600985221,123.30049261083744,130.78817733990147,179.61330049261085,178.00492610837438,6,6,6,7,10,10,38,34,255,255,255,255,255,255,255,255,27558,28372,28739,33975,50060,53100,72923,72270,48737.315088,50176.90339200001,50825.956104000004,60086.01060000001,88532.91216,93909.26160000001,128966.95072800001,127812.09672000002,5.696517412935323,5.930348258706467,5.803482587064677,6.0497512437810945,6.1840796019900495,6.22636815920398,6.186567164179104,6.487562189054726
Spine: 13,0,[395 199],[468.03842323 214.17669211],[1.2588840000000001],25.167718133322214,113.31833910034602,114.99653979238754,141.159169550173,129.96885813148788,128.07612456747404,91.8961937716263,71.75432525951557,68.0484429065744,8,14,35,14,7,8,8,8,246,255,255,255,255,253,236,171,32749,33234,40795,37561,37014,26558,20737,19666,41227.192116000006,41837.750856000006,51356.17278000001,47284.941924000006,46596.332376000006,33433.441272000004,26105.477508000004,24757.212744000004,6.2827586206896555,7.962068965517242,7.7,7.968965517241379,9.217241379310344,9.144827586206896,8.196551724137931,8.044827586206896
