,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[110 210],[121.14811544 250.14202537],[0.8727488603696804],5.5203634844505265,55.1044776119403,40.64179104477612,36.56218905472637,82.79601990049751,59.72636815920398,53.940298507462686,50.233830845771145,58.80597014925373,7,7,5,12,6,7,8,7,185,152,122,190,170,198,191,177,11076,8169,7349,16642,12005,10842,10097,11820,9666.56637745458,7129.485440359918,6413.831374856781,14524.28653427222,10477.350068738013,9462.343144128074,8812.145243152663,10315.891529569622,6.01010101010101,5.9646464646464645,5.702020202020202,5.98989898989899,5.843434343434343,5.984848484848484,6.267676767676767,6.3232323232323235
Spine: 1,0,[125 178],[138.25436179 151.78110889],[0.8901169968944501],6.635444929251539,34.078048780487805,41.326829268292684,41.00487804878049,81.66341463414633,70.72682926829269,61.19512195121951,57.20975609756098,70.99512195121952,8,6,7,13,15,17,12,13,120,134,150,202,168,181,135,185,6986,8472,8406,16741,14499,12545,11728,14554,6218.357340304628,7541.071197689781,7482.323475894747,14901.448645009988,12905.806337972632,11166.517726040876,10439.29213957811,12954.762772801827,7.134615384615385,7.1923076923076925,7.25,8.01923076923077,8.10576923076923,8.346153846153847,8.182692307692308,8.278846153846153
Spine: 2,0,[419 186],[415 216],[1.302610239357732],26.494881957713712,38.56333333333333,44.776666666666664,43.01,41.443333333333335,46.17,42.94,44.43333333333333,51.833333333333336,7,7,6,9,9,8,9,9,150,145,140,156,164,150,114,154,11569,13433,12903,12433,13851,12882,13330,15550,15069.8978591296,17497.963345292414,16807.579918432813,16195.35310593468,18042.454425343945,16780.2251034063,17363.794490638567,20255.58922201273,10.92,11.116666666666667,10.536666666666667,11.206666666666667,11.743333333333334,11.44,11.81,13.836666666666666
Spine: 3,0,[363 184],[366 213],[1.3460305806696562],22.545927301213936,44.78709677419355,42.16451612903226,43.36451612903226,44.935483870967744,55.806451612903224,71.02903225806452,54.380645161290325,56.958064516129035,9,10,10,11,11,14,12,11,165,149,164,147,174,204,146,147,13884,13071,13443,13930,17300,22019,16858,17657,18688.288582017507,17593.965719933076,18094.68909594219,18750.20598872831,23286.329045585055,29638.24735576516,22691.383528929066,23766.86196288412,10.319354838709678,9.53225806451613,10.14516129032258,8.748387096774193,9.625806451612902,11.464516129032258,13.374193548387098,29.216129032258063
Spine: 4,0,[240 156],[236 135],[1.293926171095347],14.613344626887173,39.033557046979865,32.74496644295302,37.1744966442953,46.68456375838926,51.899328859060404,45.788590604026844,45.09060402684564,39.96979865771812,8,6,7,9,11,7,9,8,198,175,149,139,130,157,144,111,11632,9758,11078,13912,15466,13645,13437,11911,15050.949222181076,12626.131577548396,14334.114123394254,18001.100892278468,20011.862162160636,17655.62260459601,17386.485961008177,15411.954623916678,7.708053691275167,7.543624161073826,7.597315436241611,8.208053691275168,7.926174496644295,8.073825503355705,8.738255033557047,8.751677852348994
Spine: 5,0,[222 185],[227 212],[1.5066858435237764],13.096174132406183,67.46974063400576,57.93659942363112,47.455331412103746,110.94524495677233,106.18155619596541,85.85014409221903,83.14697406340058,70.164265129683,9,8,6,11,16,8,11,11,193,164,147,231,243,254,247,203,23412,20104,16467,38498,36845,29790,28852,24347,35274.528968578656,30290.412198202004,24810.595785306028,58004.39160397835,55513.83990463355,44884.1712785733,43470.899957348,36683.280232273384,7.550432276657061,7.564841498559078,7.720461095100864,8.899135446685879,8.195965417867436,10.786743515850144,8.23342939481268,7.7982708933717575
Spine: 6,0,[266 182],[260 218],[1.1028766693228798],16.405687927610888,64.7007874015748,64.48031496062993,56.02755905511811,77.47637795275591,83.94881889763779,69.68897637795276,75.03149606299213,86.68110236220473,10,10,10,10,12,12,12,9,182,207,198,243,244,217,202,226,16434,16378,14231,19679,21323,17701,19058,22017,18124.675183652205,18062.91409017012,15695.0378811339,21703.50997560495,23516.639219971763,19522.019923684293,21018.62356395544,24282.03562848184,7.078740157480315,6.692913385826771,6.874015748031496,6.7795275590551185,7.200787401574803,6.940944881889764,7.393700787401575,7.610236220472441
Spine: 7,0,[ 68 180],[ 50 144],[1.0420881914861855],3.3595287647173198,73.39166666666667,53.516666666666666,54.4875,49.225,82.05833333333334,57.145833333333336,46.55,53.145833333333336,15,6,6,6,11,7,6,6,155,120,146,127,199,157,128,155,17614,12844,13077,11814,19694,13715,11172,12755,18355.341404837673,13384.580731448566,13627.387280064848,12311.229894217795,20522.884843128937,14292.239546233033,11642.209275283665,13291.834882406296,4.891666666666667,5.016666666666667,5.454166666666667,5.179166666666666,5.145833333333333,5.329166666666667,5.570833333333334,5.7875
Spine: 8,0,[ 81 238],[128 285],[1.5066858435237764],1.9290765910149403,31.861671469740635,32.89625360230548,35.76657060518732,47.628242074927954,51.7463976945245,53.61959654178674,59.01152737752162,48.44956772334294,5,4,5,9,8,6,5,6,137,119,107,150,161,214,144,155,11056,11415,12411,16527,17956,18606,20477,16812,16657.918685998873,17198.81890382391,18699.47800397359,24900.996935917454,27054.05100631293,28033.396804603384,30852.406017836372,25330.40240132173,7.0489913544668585,6.028818443804035,6.622478386167147,6.340057636887608,6.697406340057637,7.069164265129683,8.680115273775217,9.469740634005763
Spine: 9,0,[284 185],[279 221],[1.2374797273898452],17.57001313862929,33.82105263157895,36.48070175438596,35.305263157894736,63.424561403508775,68.40350877192982,52.435087719298245,57.03157894736842,60.55438596491228,8,8,7,10,14,8,8,8,110,115,129,149,194,147,175,163,9639,10397,10062,18076,19495,14944,16254,17258,11928.067092310719,12866.076725672221,12451.521016996623,22368.683552298844,24124.667285465035,18492.89704611385,20113.995488994544,21356.42513529395,7.077192982456141,7.12280701754386,6.954385964912281,7.105263157894737,7.23859649122807,7.417543859649123,7.526315789473684,8.4
