,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[ 43 230],[ 35 194],[0.8450640000000001],2.2533746192408484,86.65463917525773,76.97938144329896,58.88659793814433,75.26288659793815,35.72680412371134,40.371134020618555,32.13917525773196,36.73711340206186,15,18,10,15,9,8,8,8,217,143,159,182,81,108,82,103,16811,14934,11424,14601,6931,7832,6235,7127,14206.370904000001,12620.185776000002,9654.011136000001,12338.779464000001,5857.138584,6618.541248,5268.974040000001,6022.771128,5.237113402061856,4.907216494845361,4.778350515463917,4.634020618556701,4.824742268041237,4.84020618556701,4.597938144329897,4.551546391752577
Spine: 1,0,[188 286],[188 310],[0.9321840000000001],11.831914948318504,89.22897196261682,82.53271028037383,63.154205607476634,68.5,55.149532710280376,46.2803738317757,45.046728971962615,36.901869158878505,12,14,11,14,14,11,7,7,220,186,163,163,149,107,92,106,19095,17662,13515,14659,11802,9904,9640,7897,17800.053480000002,16464.233808,12598.466760000001,13664.885256000001,11001.635568000002,9232.350336000001,8986.253760000001,7361.457048000001,7.957943925233645,8.336448598130842,8.074766355140186,8.392523364485982,8.401869158878505,8.700934579439252,7.855140186915888,7.0233644859813085
Spine: 2,0,[346 273],[344 293],[0.8145720000000001],22.381987225604473,86.98930481283422,46.81283422459893,45.032085561497325,52.45454545454545,43.06417112299465,40.01604278074866,27.486631016042782,26.502673796791445,14,7,16,14,11,10,9,8,217,133,108,137,144,122,81,62,16267,8754,8421,9809,8053,7483,5140,4956,13250.642724000001,7130.763288000001,6859.510812,7990.136748000001,6559.748316000001,6095.442276000001,4186.90008,4037.0188320000007,8.058823529411764,7.775401069518717,8.064171122994653,8.016042780748663,7.347593582887701,7.374331550802139,6.577540106951871,6.524064171122995
Spine: 3,0,[484 253],[492 232],[0.9191160000000002],31.90140439918246,93.80094786729858,95.09478672985782,79.10426540284361,101.11848341232228,62.3696682464455,56.22274881516588,42.639810426540286,45.44075829383886,12,9,13,13,15,11,9,6,235,212,194,235,207,170,122,156,19792,20065,16691,21336,13160,11863,8997,9588,18191.143872,18442.062540000003,15340.965156000002,19610.258976,12095.566560000001,10903.473108000002,8269.286652,8812.484208000002,6.687203791469194,7.14218009478673,6.199052132701421,6.369668246445498,7.478672985781991,6.530805687203792,7.38388625592417,5.791469194312796
Spine: 4,0,[ 37 264],[ 42 291],[1.036728],1.52852938377012,39.096638655462186,31.478991596638654,37.95378151260504,33.63025210084034,24.07563025210084,21.945378151260503,32.634453781512605,27.72689075630252,5,5,6,5,6,5,7,7,124,104,108,106,75,96,85,95,9305,7492,9033,8004,5730,5223,7767,6599,9646.754040000002,7767.166176000001,9364.764024000002,8297.970912,5940.451440000001,5414.830344000001,8052.2663760000005,6841.368072000001,5.651260504201681,5.592436974789916,5.457983193277311,5.7521008403361344,5.453781512605042,5.214285714285714,5.19327731092437,5.30672268907563
Spine: 5,0,[454 252],[449 228],[0.8363520000000001],30.006775637728836,143.80729166666666,116.95833333333333,84.33854166666667,87.4375,58.109375,51.015625,48.411458333333336,58.614583333333336,15,14,15,9,8,7,8,7,255,252,182,244,161,134,148,162,27611,22456,16193,16788,11157,9795,9295,11254,23092.515072000002,18781.120512,13543.047936,14040.677376000001,9331.179264,8192.067840000002,7773.891840000001,9412.305408,6.78125,6.598958333333333,6.578125,6.359375,6.09375,5.916666666666667,6.010416666666667,6.140625
Spine: 6,0,[ 21 244],[ 19.08479863 214.65807516],[0.8189280000000001],0.6474912539452499,77.04787234042553,82.67553191489361,81.27127659574468,81.39893617021276,72.95744680851064,74.50531914893617,76.82446808510639,79.12765957446808,10,9,14,12,13,14,14,21,217,231,211,180,166,168,155,175,14485,15543,15279,15303,13716,14007,14443,14876,11862.172080000002,12728.597904000002,12512.400912000001,12532.055184,11232.416448000002,11470.724496,11827.777104,12182.372928,6.096256684491979,6.176470588235294,6.2032085561497325,6.016042780748663,5.93048128342246,6.224598930481283,6.524064171122995,5.983957219251337
Spine: 7,0,[209 280],[211 297],[0.5837040000000001],13.462226737656238,96.0223880597015,68.43283582089552,63.88059701492537,63.46268656716418,37.492537313432834,34.61194029850746,34.156716417910445,18.365671641791046,11,11,12,11,8,9,8,5,236,169,155,135,93,78,93,60,12867,9170,8560,8504,5024,4638,4577,2461,7510.519368000001,5352.565680000001,4996.506240000001,4963.818816000001,2932.5288960000003,2707.219152,2671.613208,1436.495544,8.574626865671641,8.477611940298507,8.64179104477612,8.880597014925373,7.902985074626866,7.776119402985074,7.402985074626866,7.201492537313433
Spine: 8,0,[330 273],[327 295],[0.7666560000000001],21.342081413984825,67.56818181818181,66.7215909090909,46.21590909090909,45.97727272727273,34.72727272727273,33.21022727272727,26.59659090909091,27.619318181818183,12,11,9,10,10,10,9,7,180,203,118,148,117,113,61,83,11892,11743,8134,8092,6112,5845,4681,4861,9117.073152,9002.841408,6235.979904000001,6203.780352000001,4685.801472,4481.10432,3588.7167360000003,3726.7148160000006,7.221590909090909,8.039772727272727,8.335227272727273,8.221590909090908,6.971590909090909,7.545454545454546,6.2102272727272725,6.2727272727272725
Spine: 9,0,[395 263],[399.60432458 234.74105014],[1.036728],25.54405720571382,152.5672268907563,122.11764705882354,120.18487394957984,113.1344537815126,105.97899159663865,88.71848739495799,76.5126050420168,74.60504201680672,19,23,20,18,18,18,15,15,255,254,255,248,239,230,167,172,36311,29064,28604,26926,25223,21115,18210,17756,37644.630408000005,30131.462592000003,29654.567712000004,27914.938128,26149.390344000003,21890.511720000002,18878.816880000002,18408.142368,7.432773109243698,6.995798319327731,7.298319327731092,7.470588235294118,7.07563025210084,7.168067226890757,6.894957983193278,6.936974789915967
