,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[392 298],[377 333],[1.8149702668384387],26.717719304400998,100.86363636363636,98.9066985645933,104.79425837320574,126.35406698564593,115.48086124401914,113.38755980861244,107.71052631578948,112.07416267942584,7,8,6,12,8,11,9,8,255,255,255,255,255,255,255,255,42161,41343,43804,52816,48271,47396,45023,46847,76520.96142017542,75036.31574190156,79502.95756859097,95859.46961333898,87610.42975055827,86022.33076707464,81715.40632386702,85025.91209058033,4.22488038277512,3.9665071770334928,3.973684210526316,5.497607655502392,4.990430622009569,4.478468899521531,4.626794258373206,4.803827751196172
Spine: 1,0,[131 288],[107.88676401 308.47466084],[0.9291953040751815],8.996487523786026,50.23831775700935,52.24766355140187,46.73364485981308,66.09345794392523,64.41588785046729,89.78971962616822,79.26635514018692,63.149532710280376,7,9,6,8,14,25,18,8,164,173,147,215,224,217,213,176,10751,11181,10001,14144,13785,19215,16963,13514,9989.778714112277,10389.332694864604,9292.88223605589,13142.538380839367,12808.957266676378,17854.487767804614,15761.939943027304,12557.145339272003,5.585253456221198,5.451612903225806,5.493087557603687,6.331797235023042,6.516129032258065,6.741935483870968,6.405529953917051,6.11520737327189
Spine: 2,0,[ 52 212],[ 52 162],[1.2765580345705765],2.8149998428364142,101.0374149659864,106.09183673469387,104.8639455782313,114.85714285714286,115.89115646258503,115.43877551020408,117.43197278911565,122.28231292517007,9,8,14,13,15,21,19,15,255,255,251,255,255,255,254,253,29705,31191,30830,33768,34072,33939,34525,35951,37920.15641691897,39817.12165629085,39356.28420581087,43106.811711379225,43494.88535388868,43325.103135290796,44073.166143549155,45893.53790084679,4.0646258503401365,4.295918367346939,4.326530612244898,4.938775510204081,4.782312925170068,4.717687074829932,4.7482993197278915,5.510204081632653
Spine: 3,0,[129 259],[143 231],[0.8944590310256421],8.052444936909069,50.68446601941748,45.1747572815534,48.737864077669904,70.50970873786407,71.95145631067962,67.48058252427184,54.46116504854369,60.68446601941748,6,5,6,7,9,9,7,6,157,134,125,177,170,167,142,193,10441,9306,10040,14525,14822,13901,11219,12501,9339.046742938728,8323.835742724625,8980.368671497446,12992.017425647451,13257.671757862066,12433.87499028745,10034.935869076679,11181.632346851551,4.276699029126213,4.058252427184466,4.199029126213592,5.135922330097087,4.684466019417476,4.650485436893204,4.796116504854369,4.674757281553398
Spine: 4,0,[369 228],[351 140],[1.4328712632935041],25.241844303579967,106.74545454545455,95.46666666666667,101.96363636363637,105.66060606060606,98.08181818181818,101.49090909090908,105.14242424242424,106.0,13,7,9,7,8,8,6,7,243,230,249,255,255,255,255,255,35226,31504,33648,34868,32367,33492,34697,34980,50474.32312077698,45141.17627879856,48213.25226729983,49961.3552085179,46377.74417902085,47989.72435022604,49716.33422249471,50121.836790006775,4.012121212121212,3.963636363636364,3.815151515151515,4.484848484848484,4.284848484848485,3.896969696969697,4.13939393939394,4.3
Spine: 5,0,[232 290],[232 310],[0.6513051196788655],15.590610143367204,52.06,36.553333333333335,45.626666666666665,75.95333333333333,58.56666666666667,45.52,42.21333333333333,51.013333333333335,14,8,9,18,10,6,8,12,116,81,97,176,142,141,107,118,7809,5483,6844,11393,8785,6828,6332,7652,5086.041679572261,3571.1059711992198,4457.532239082156,7420.319228501315,5721.715476378834,4447.111357167294,4124.064017806577,4983.786775782679,7.513333333333334,6.726666666666667,6.8933333333333335,7.553333333333334,6.7,6.58,6.446666666666666,7.193333333333333
Spine: 6,0,[254 246],[256 176],[0.9552475088623361],16.949577896497928,30.027272727272727,27.886363636363637,33.1,49.30909090909091,69.37272727272727,50.595454545454544,44.35,46.04090909090909,4,3,4,7,9,6,5,6,123,112,124,173,201,183,131,161,6606,6135,7282,10848,15262,11131,9757,10129,6310.3650435445925,5860.4434668704325,6956.112359535532,10362.524976138622,14578.987480256974,10632.860021146664,9320.349943969813,9675.702017266603,3.290909090909091,3.1636363636363636,3.45,3.6,3.772727272727273,3.727272727272727,4.213636363636364,3.809090909090909
Spine: 7,0,[420 299],[436 339],[1.7020773794274353],27.556871327769628,69.23724489795919,63.41326530612245,65.30867346938776,79.61224489795919,68.37244897959184,66.34948979591837,63.142857142857146,50.295918367346935,5,6,7,8,6,6,8,6,231,226,236,242,209,210,233,223,27141,24858,25601,31208,26802,26009,24752,19716,46196.08215504002,42310.23949780719,43574.88299072177,53118.4308571714,45619.07792341412,44269.330561528164,42129.81929558788,33558.157612791314,3.9260204081632653,3.9719387755102042,3.813775510204082,4.658163265306122,4.158163265306122,3.836734693877551,4.502551020408164,4.533163265306122
Spine: 8,0,[257 307],[257 359],[1.202743454340305],17.23928032449091,32.234657039711195,26.548736462093864,31.223826714801444,40.32129963898917,25.826714801444044,28.44043321299639,33.288808664259925,36.545126353790614,5,6,4,7,5,5,5,5,100,104,112,149,109,106,125,138,8929,7354,8649,11169,7154,7878,9221,10123,10739.296303804584,8844.975363218604,10402.528136589299,13433.441641526866,8604.426672350543,9475.212933292923,11090.497392471952,12175.371988286908,3.5487364620938626,3.5848375451263537,3.4151624548736463,3.9061371841155235,4.0,3.404332129963899,4.086642599277979,4.0830324909747295
Spine: 9,0,[ 46 295],[ 67 404],[0.8727488603696798],1.6597233767320831,22.228855721393035,22.786069651741293,37.865671641791046,47.004975124378106,47.57213930348259,51.17910447761194,56.6865671641791,47.3134328358209,4,3,6,7,7,5,8,5,80,91,116,161,163,168,175,158,4468,4580,7611,9448,9562,10287,11394,9510,3899.4419081317296,3997.1897804931336,6642.491576273633,8245.731232772736,8345.224602854878,8977.967526622897,9944.100515052132,8299.841662115656,4.064676616915423,4.348258706467662,4.253731343283582,4.681592039800995,4.54726368159204,4.422885572139304,4.253731343283582,4.407960199004975
