,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[ 17 269],[205.21236742 206.09174114],[1.4549040000000002],0.9095196699618858,50.862275449101794,53.59580838323353,50.224550898203596,80.62874251497006,71.26347305389221,66.52395209580838,61.883233532934135,62.50299401197605,7,8,8,9,9,10,8,6,170,135,164,234,199,190,184,217,16988,17901,16775,26930,23802,22219,20669,20876,24715.909152000004,26044.236504000004,24406.014600000002,39180.56472,34629.625008,32326.511976000005,30071.410776000004,30372.575904000005,9.075987841945288,9.091185410334347,8.416413373860182,8.519756838905774,8.52887537993921,8.47112462006079,8.668693009118542,8.848024316109422
Spine: 1,0,[251 231],[482.37126289 239.50252088],[1.3764960000000002],16.790812635792694,50.575949367088604,41.88607594936709,39.92088607594937,52.2626582278481,65.0253164556962,63.278481012658226,74.40822784810126,74.88607594936708,8,9,7,8,9,10,12,13,164,132,138,185,202,186,216,208,15982,13236,12615,16515,20548,19996,23513,23664,21999.159072000002,18219.301056000004,17364.497040000002,22732.83144,28284.239808000002,27524.414016000002,32365.550448000005,32573.401344000005,nan,nan,nan,nan,nan,nan,nan,nan
Spine: 2,0,[376 256],[411 218],[0.605484],24.381911270374957,84.5251798561151,67.20863309352518,60.7410071942446,54.97122302158273,52.2589928057554,69.44604316546763,52.9568345323741,61.51798561151079,17,8,7,7,6,7,9,10,229,156,227,201,229,202,154,161,11749,9342,8443,7641,7264,9653,7361,8551,7113.831516000001,5656.431528000001,5112.101412000001,4626.503244,4398.235776,5844.737052,4456.967724,5177.493684000001,6.633093525179856,6.76978417266187,6.863309352517986,7.258992805755396,7.16546762589928,7.028776978417266,7.028776978417266,6.985611510791367
Spine: 3,0,[371 278],[107.74879649 197.79696914],[1.1282040000000002],24.550148407371243,67.76833976833977,60.3011583011583,68.08494208494209,80.34362934362935,73.24324324324324,97.35521235521236,75.29729729729729,80.45173745173746,8,8,10,11,12,15,10,14,183,169,182,204,192,251,215,216,17552,15618,17634,20809,18970,25215,19502,20837,19802.236608000003,17620.290072000003,19894.749336,23476.797036000004,21402.029880000002,28447.663860000004,22002.234408000004,23508.386748000004,6.5,6.7103174603174605,6.841269841269841,6.837301587301587,6.865079365079365,6.658730158730159,6.9563492063492065,7.2023809523809526
Spine: 4,0,[127 237],[ 84.93817351 189.50219715],[1.210968],8.183303246908313,50.47482014388489,59.57553956834533,65.28057553956835,126.24460431654676,79.93165467625899,65.49280575539568,56.85251798561151,72.33812949640287,6,9,9,13,10,10,9,9,188,204,203,255,195,163,141,204,14032,16562,18148,35096,22221,18207,15805,20110,16992.302976000003,20056.052016,21976.647264000003,42500.132928000006,26908.919928000003,22048.094376,19139.349240000003,24352.56648,6.407272727272727,6.56,6.203636363636364,6.807272727272728,6.7709090909090905,6.829090909090909,7.0181818181818185,6.7709090909090905
Spine: 5,0,[426 251],[201.96461077 174.17480623],[1.0193040000000002],28.52820072248873,69.22222222222223,83.6880341880342,79.05128205128206,84.07692307692308,95.41880341880342,95.6923076923077,90.32905982905983,82.57692307692308,8,9,8,8,11,12,11,13,163,231,234,243,245,245,250,220,16198,19583,18498,19674,22328,22392,21137,19323,16510.686192,19961.030232,18855.085392,20053.786896,22759.019712,22824.255168000003,21545.028648000003,19696.011192,7.495726495726496,7.773504273504273,7.217948717948718,7.551282051282051,7.0256410256410255,7.418803418803419,7.6923076923076925,7.705128205128205
Spine: 6,0,[167 245],[251.2116572  185.23026563],[0.8624880000000001],10.71687313564155,56.07575757575758,47.696969696969695,54.67171717171717,53.14646464646464,45.15151515151515,62.05555555555556,65.4949494949495,73.65151515151516,7,8,7,11,9,8,10,11,197,186,164,178,135,215,189,233,11103,9444,10825,10523,8940,12287,12968,14583,9576.204264000002,8145.336672000001,9336.432600000002,9075.961224,7710.642720000001,10597.390056000002,11184.744384000001,12577.662504000002,18.247524752475247,14.722772277227723,11.044554455445544,10.891089108910892,11.207920792079207,8.603960396039604,7.811881188118812,7.896039603960396
Spine: 7,0,[ 69 282],[276.75477586 275.56045658],[0.901692],4.373622122499051,51.28019323671498,48.309178743961354,49.0,62.45893719806763,53.51207729468599,51.35265700483092,56.03864734299517,46.507246376811594,6,8,8,9,9,8,7,9,174,148,139,199,165,172,160,150,10615,10000,10143,12929,11077,10630,11600,9627,9571.46058,9016.920000000002,9145.861956,11657.975868000001,9988.042284000001,9584.985960000002,10459.6272,8680.588884,9.846534653465346,11.450495049504951,13.44059405940594,13.292079207920793,15.292079207920793,11.569306930693068,11.811881188118813,11.707920792079207
Spine: 8,0,[313 239],[302.67593834 277.63414958],[0.7753680000000001],20.371284468327392,81.41011235955057,53.17977528089887,50.39887640449438,30.43820224719101,19.46067415730337,23.207865168539325,28.668539325842698,28.752808988764045,11,8,7,6,6,7,7,8,223,127,179,186,93,99,129,159,14491,9466,8971,5418,3464,4131,5103,5118,11235.857688000002,7339.633488,6955.826328000001,4200.943824000001,2685.874752,3203.0452080000005,3956.7029040000007,3968.3334240000004,9.089385474860336,9.558659217877095,9.731843575418994,9.87709497206704,10.094972067039107,9.916201117318435,10.139664804469273,9.815642458100559
Spine: 9,0,[ 60 240],[289.19693385 169.80211367],[1.1979000000000002],3.254183256697018,69.71272727272728,68.61090909090909,66.39636363636363,86.37818181818182,78.08727272727273,63.374545454545455,62.32727272727273,67.67636363636363,8,8,8,9,12,7,8,9,196,211,229,220,229,194,200,199,19171,18868,18259,23754,21474,17428,17140,18611,22964.9409,22601.9772,21872.456100000003,28454.916600000004,25723.704600000005,20877.001200000002,20532.006,22294.1169,6.751798561151079,6.557553956834532,6.805755395683454,6.830935251798561,6.615107913669065,6.5503597122302155,7.032374100719425,6.960431654676259
Spine: 10,0,[447 262],[361.09271205 195.88943765],[0.7274520000000001],29.729771694600473,73.42514970059881,79.10179640718563,92.68263473053892,114.05389221556887,126.32934131736526,108.16766467065868,103.97005988023952,91.1437125748503,9,9,12,11,13,9,12,9,181,181,239,245,255,247,229,203,12262,13210,15478,19047,21097,18064,17363,15221,8920.016424000001,9609.640920000002,11259.502056000001,13855.778244000001,15347.054844000002,13140.692928000002,12630.749076000002,11072.546892000002,6.9640718562874255,6.844311377245509,6.904191616766467,6.808383233532934,6.796407185628743,6.526946107784431,6.838323353293413,6.796407185628743
Spine: 11,0,[389 278],[337.92871931 210.23912713],[1.3547160000000003],25.720533792906384,79.54662379421222,80.66559485530547,84.62057877813506,89.12861736334405,109.49517684887459,118.52090032154341,115.96141479099678,119.81993569131832,12,13,12,9,13,13,15,14,168,212,178,228,255,255,255,255,24739,25087,26317,27719,34053,36860,36064,37264,33514.319124,33985.760292000006,35652.06097200001,37551.372804000006,46132.143948000004,49934.83176000001,48856.47782400001,50482.137024,7.544554455445544,7.801980198019802,7.696369636963697,7.5049504950495045,7.561056105610561,7.346534653465347,7.64026402640264,7.518151815181518
Spine: 12,0,[148 264],[ 83.90132701 167.72842067],[1.1935440000000002],9.494675602825076,64.77372262773723,57.18978102189781,57.627737226277375,146.55474452554745,91.95620437956204,67.11678832116789,71.4014598540146,50.08759124087591,8,9,9,15,14,11,11,9,228,195,172,255,255,254,255,185,17748,15670,15790,40156,25196,18390,19564,13724,21183.018912000003,18702.83448,18846.059760000004,47927.952864000006,30072.534624000004,21949.27416,23350.494816000002,16380.197856000003,9.28,7.647272727272727,6.665454545454545,6.589090909090909,7.16,7.058181818181819,6.516363636363637,6.829090909090909
Spine: 13,0,[419 274],[369.03411429 324.29224204],[2.2520520000000004],27.69258067363766,99.64990328820116,98.0715667311412,87.38491295938104,112.61121856866538,89.1605415860735,89.75241779497098,97.12185686653771,92.68278529980658,11,17,12,19,13,14,14,11,236,229,208,255,237,253,247,255,51519,50703,45178,58220,46096,46402,50212,47917,116023.46698800001,114185.79255600001,101743.20525600002,131114.46744,103810.58899200002,104499.71690400002,113080.03502400001,107911.57568400001,6.72147001934236,6.497098646034816,6.775628626692456,6.984526112185686,7.003868471953578,6.787234042553192,6.839458413926499,6.955512572533849
Spine: 14,0,[445 278],[416.72905325 331.55016754],[2.8401120000000004],29.31274502245225,92.03374233128834,100.8680981595092,107.48312883435582,115.7239263803681,112.6319018404908,101.49079754601227,116.65644171779141,99.06441717791411,12,14,18,21,24,18,25,18,242,241,234,247,232,249,245,246,60006,65766,70079,75452,73436,66172,76060,64590,170423.76067200003,186782.80579200003,199032.208848,214292.130624,208566.46483200003,187935.89126400003,216018.91872000002,183442.83408000003,6.91969696969697,7.213636363636364,7.3954545454545455,7.401515151515151,7.293939393939394,7.262121212121212,7.501515151515152,7.3530303030303035
