,type,location,bgloc,area,distance,Timestep 1 (mean),Timestep 2 (mean),Timestep 3 (mean),Timestep 4 (mean),Timestep 5 (mean),Timestep 6 (mean),Timestep 7 (mean),Timestep 8 (mean),Timestep 1 (min),Timestep 2 (min),Timestep 3 (min),Timestep 4 (min),Timestep 5 (min),Timestep 6 (min),Timestep 7 (min),Timestep 8 (min),Timestep 1 (max),Timestep 2 (max),Timestep 3 (max),Timestep 4 (max),Timestep 5 (max),Timestep 6 (max),Timestep 7 (max),Timestep 8 (max),Timestep 1 (RawIntDen),Timestep 2 (RawIntDen),Timestep 3 (RawIntDen),Timestep 4 (RawIntDen),Timestep 5 (RawIntDen),Timestep 6 (RawIntDen),Timestep 7 (RawIntDen),Timestep 8 (RawIntDen),Timestep 1 (IntDen),Timestep 2 (IntDen),Timestep 3 (IntDen),Timestep 4 (IntDen),Timestep 5 (IntDen),Timestep 6 (IntDen),Timestep 7 (IntDen),Timestep 8 (IntDen),Timestep 1 (bg mean),Timestep 2 (bg mean),Timestep 3 (bg mean),Timestep 4 (bg mean),Timestep 5 (bg mean),Timestep 6 (bg mean),Timestep 7 (bg mean),Timestep 8 (bg mean)
Spine: 0,0,[370 332],[373 358],[1.367784],23.601218606080344,29.43949044585987,23.878980891719745,30.85031847133758,34.9203821656051,35.30573248407644,44.24203821656051,31.786624203821656,30.168789808917197,6,6,7,7,6,12,8,9,111,79,89,110,121,117,122,97,9244,7498,9687,10965,11086,13892,9981,9473,12643.795296000002,10255.644432000001,13249.723608000002,14997.751560000002,15163.253424000002,19001.255328000003,13651.852104000001,12957.017832000001,6.8312101910828025,6.748407643312102,7.2993630573248405,7.617834394904459,8.898089171974522,16.90764331210191,14.86624203821656,13.222929936305732
Spine: 1,0,[188 309],[188 333],[1.3155120000000002],11.645120724584348,57.235099337748345,40.55298013245033,42.97682119205298,63.00993377483444,70.40397350993378,81.30132450331126,75.12913907284768,66.55298013245033,8,6,6,11,15,13,14,10,174,132,142,166,163,188,185,162,17285,12247,12979,19029,21262,24553,22689,20099,22738.624920000002,16111.075464000001,17074.030248000003,25032.877848000004,27970.416144000003,32299.766136000002,29847.651768000003,26440.475688000002,7.172185430463577,7.3509933774834435,7.5198675496688745,7.933774834437086,9.390728476821192,9.57615894039735,8.271523178807946,8.105960264900663
Spine: 2,0,[271 314],[263 331],[1.1151360000000001],17.08033778318776,39.73828125,39.1015625,40.40234375,48.765625,54.25390625,51.265625,40.4296875,43.90625,7,8,8,11,16,13,9,8,106,106,116,120,140,116,131,126,10173,10010,10343,12484,13889,13124,10350,11240,11344.278528,11162.51136,11533.851648000002,13921.357824000002,15488.123904000002,14635.044864000001,11541.6576,12534.12864,8.8046875,8.86328125,8.42578125,8.9296875,9.421875,9.58984375,8.82421875,8.44140625
Spine: 3,0,[340 329],[342 339],[2.0821680000000002],21.628272659136,46.63598326359833,41.73430962343096,44.18828451882845,66.97280334728033,62.82426778242678,62.97907949790795,70.55857740585775,57.97280334728033,7,7,8,22,10,14,13,13,152,119,129,160,141,177,153,169,22292,19949,21122,32013,30030,30104,33727,27711,46415.689056,41537.169432,43979.552496000004,66656.444184,62527.505040000004,62681.585472000006,70225.280136,57698.95744800001,17.430962343096233,17.192468619246863,19.96652719665272,38.63598326359833,31.223849372384937,30.322175732217573,30.813807531380753,30.610878661087867
Spine: 4,0,[282 292],[293 264],[1.0410840000000001],17.175666253443918,54.31799163179916,52.59832635983263,62.14225941422594,61.05020920502092,91.7489539748954,78.72803347280335,95.71548117154812,90.15899581589959,7,8,12,9,14,12,13,14,135,141,144,171,196,152,221,191,12982,12571,14852,14591,21928,18816,22876,21548,13515.352488000002,13087.466964000001,15462.179568000001,15190.456644000002,22828.889952,19589.036544000002,23815.837584000004,22433.278032000002,7.2301255230125525,7.518828451882845,7.606694560669456,7.627615062761507,8.581589958158995,8.414225941422593,8.782426778242678,8.92050209205021
Spine: 5,0,[105 272],[106 247],[0.8407080000000001],5.643285453428395,115.97409326424871,108.80310880829016,99.39378238341969,112.97927461139896,86.67875647668394,100.38860103626943,104.04663212435233,103.27979274611398,23,17,13,17,10,19,19,22,237,206,212,221,220,212,225,232,22383,20999,19183,21805,16729,19375,20081,19933,18817.567164000004,17654.027292000002,16127.301564000001,18331.63794,14064.204132,16288.717500000002,16882.257348000003,16757.832564,8.046632124352332,8.191709844559586,7.44559585492228,7.61139896373057,7.937823834196891,8.186528497409327,7.839378238341969,7.901554404145077
Spine: 6,0,[386 304],[384 277],[0.8145720000000001],24.822284743364488,35.144385026737964,29.32620320855615,29.887700534759357,25.727272727272727,21.732620320855617,28.32085561497326,28.796791443850267,23.636363636363637,6,5,7,6,6,6,8,8,96,99,88,96,65,80,92,66,6572,5484,5589,4811,4064,5296,5385,4420,5353.367184000001,4467.112848000001,4552.642908000001,3918.905892,3310.4206080000004,4313.973312,4386.47022,3600.40824,6.770053475935829,7.197860962566845,6.893048128342246,6.791443850267379,7.331550802139038,7.390374331550802,7.331550802139038,7.550802139037433
Spine: 7,0,[227 287],[227 267],[0.8712000000000001],13.82312072458435,26.875,19.205,16.255,22.59,30.3,29.405,47.095,38.56,6,5,5,6,8,10,13,9,72,63,67,78,93,73,125,102,5375,3841,3251,4518,6060,5881,9419,7712,4682.700000000001,3346.2792000000004,2832.2712,3936.0816000000004,5279.472000000001,5123.5272,8205.8328,6718.6944,7.45,7.34,6.96,6.985,7.895,7.705,7.79,7.86
Spine: 8,0,[292 330],[277 353],[1.7467560000000002],18.901441482800593,43.917705735660846,39.30174563591022,33.39650872817955,49.748129675810475,63.63840399002494,64.19950124688279,54.27431421446384,62.67082294264339,9,8,6,8,18,12,10,9,137,121,100,135,134,144,156,173,17611,15760,13392,19949,25519,25744,21764,25131,30762.119916000003,27528.874560000004,23392.556352000003,34846.035444,44575.46636400001,44968.48646400001,38016.397584000006,43897.725036,8.620947630922693,9.104738154613466,8.947630922693266,8.386533665835412,9.057356608478804,8.678304239401497,7.827930174563591,8.17206982543641
Spine: 9,0,[ 34 274],[ 40 258],[0.701316],0.7857568219538504,43.62732919254658,47.52795031055901,36.34782608695652,58.82608695652174,34.12422360248447,44.18012422360248,50.62111801242236,36.20496894409938,8,9,6,7,7,6,9,8,123,114,102,155,104,128,122,100,7024,7652,5852,9471,5494,7113,8150,5829,4926.043584000001,5366.470032,4104.101232000001,6642.163836000001,3853.0301040000004,4988.4607080000005,5715.7254,4087.9709640000005,8.229813664596273,8.726708074534162,8.79503105590062,8.149068322981366,8.105590062111801,8.198757763975156,8.695652173913043,8.279503105590063
Spine: 10,0,[ 18 265],[ 24 244],[0.6141960000000001],0.37567858602800375,33.695035460992905,40.184397163120565,29.921985815602838,29.69503546099291,22.099290780141843,25.70212765957447,23.099290780141843,22.72340425531915,9,10,6,9,6,7,6,7,100,108,102,72,61,88,64,60,4751,5666,4219,4187,3116,3624,3257,3204,2918.0451960000005,3480.0345360000006,2591.2929240000003,2571.638652,1913.8347360000002,2225.846304,2000.4363720000001,1967.8839840000003,6.957142857142857,7.3,7.3428571428571425,7.55,7.4071428571428575,7.5,7.692857142857143,7.771428571428571
Spine: 11,0,[102 293],[102 311],[1.180476],5.49236275166621,53.83394833948339,65.78966789667896,74.81180811808117,78.37269372693727,86.33210332103322,89.98154981549816,79.77121771217712,75.00738007380073,8,10,13,16,13,19,12,10,179,177,192,169,196,182,205,177,14589,17829,20274,21239,23396,24385,21618,20327,17221.964364000003,21046.706604000003,23932.970424000003,25072.129764,27618.416496,28785.907260000004,25519.530168,23995.535652000002,7.907749077490775,8.261992619926199,8.302583025830259,8.756457564575646,12.804428044280442,10.476014760147601,9.059040590405903,9.092250922509225
Spine: 12,0,[146 303],[142 325],[1.433124],8.573886365936715,60.75987841945289,64.37082066869301,70.77811550151975,75.34954407294833,84.26139817629179,86.29787234042553,86.90577507598785,71.8176291793313,8,11,16,16,27,23,15,16,169,155,172,156,226,179,189,173,19990,21178,23286,24790,27722,28392,28592,23628,28648.148760000004,30350.700072000003,33371.725464,35527.14396,39729.063528000006,40689.256608,40975.881408,33861.85387200001,7.699088145896656,7.957446808510638,8.085106382978724,8.109422492401215,8.914893617021276,8.653495440729483,8.370820668693009,8.200607902735563
